listing_id,name,host_id,host_name,Boroughs,neighbourhood,price,number_of_reviews,last_review,reviews_per_month,availability_365,Boroughs_ID
4416970,Soaring Space in Laid-back Brooklyn,22628166,Caroline,Brooklyn,Bushwick,55,8,8/20/2016,0.31,0,1.0
847591,Brooklyn Apartment,4425467,Oded,Brooklyn,Bushwick,120,6,9/27/2015,0.16,0,1.0
13854483,"Cute 1 br, steps to train, BUSHWICK",14470110,Jennie,Brooklyn,Bushwick,105,22,9/25/2017,1.53,4,1.0
20015002,Bright and Beautiful Pre-War Home in Bushwick,17529252,Johnny,Brooklyn,Bushwick,87,1,9/4/2017,1.0,34,1.0
20539388,Dreamy bushwick - Garden view w/ private bath,11310212,Ariana,Brooklyn,Bushwick,75,1,8/26/2017,0.77,0,1.0
15296557,Bushwick Bedroom,11757212,ChristinaAndMisha,Brooklyn,Bushwick,59,15,9/24/2017,1.26,295,1.0
13330638,Sun-drenched apartment w/ backyard,11724504,Carli,Brooklyn,Bushwick,40,1,8/9/2016,0.07,0,1.0
18911613,BUSHWICK GETAWAY,129472828,Sandra And,Brooklyn,Bushwick,55,12,9/7/2017,3.6,288,1.0
10452541,Brooklyn New York 1 Bedroom with laundry & balcony,3370169,Lydia,Brooklyn,Bushwick,110,32,9/22/2017,1.7,148,1.0
7968283,Large room & private bathroom,42045746,Owen,Brooklyn,Bushwick,45,1,10/6/2015,0.04,0,1.0
14452096,Spacious 1 bedroom in Bushwick,16995893,Mariana,Brooklyn,Bushwick,80,2,11/14/2016,0.17,0,1.0
13600398,Helle und moderne Wohnung in Bushwick,11091997,Mario & Marijke,Brooklyn,Bushwick,165,1,9/8/2016,0.08,0,1.0
20420311,Efficiency-like rental,64097020,Lesley / Eric,Brooklyn,Bushwick,50,3,9/9/2017,2.09,50,1.0
16484636,Luxury Condo skyline view,16617077,Christopher,Brooklyn,Bushwick,99,5,9/15/2017,0.86,359,1.0
5605790,So clean so convenient.,28690907,Dwayne,Brooklyn,Bushwick,220,14,10/1/2017,3.26,340,1.0
8751691,Luminous & Homely Room in Bushwick Apartment,2537496,Lua,Brooklyn,Bushwick,91,1,6/27/2017,0.3,268,1.0
6767047,Bright Big Room With Fireplace,23582893,Laramie,Brooklyn,Bushwick,54,14,6/14/2017,0.5,149,1.0
17140695,Sun-Filled Apartment in Creative Bushwick,2770769,Karen,Brooklyn,Bushwick,75,2,7/24/2017,0.47,133,1.0
6504972,Gem of Bushwick,5785497,Jaamil,Brooklyn,Bushwick,40,12,9/17/2017,0.47,160,1.0
15813866,LADIES ONLY! Bushwick Cozy & Cute Shared Room (A),27260699,J,Brooklyn,Bushwick,28,29,9/17/2017,6.96,313,1.0
13209405,SPACIOUS ROOM NEAR TRAIN,10832637,Fabiola,Brooklyn,Bushwick,50,5,8/19/2017,0.36,290,1.0
19763459,"Great location, 2 blocks close to everything",81160897,Roberto,Brooklyn,Bushwick,50,7,9/23/2017,2.56,359,1.0
12882210,Clean and charming room in Bushwick,14278851,Alessandra,Brooklyn,Bushwick,120,15,8/29/2017,0.89,193,1.0
7116034,Beautiful room. Private bathroom.,16296388,Mario,Brooklyn,Bushwick,43,4,6/6/2017,0.43,0,1.0
510447,Live The Brooklyn Experience I,2514856,Ernesto,Brooklyn,Bushwick,50,55,8/13/2017,1.31,70,1.0
13879841,"Cozy, Charming, Fun Bushwick Manor",46237603,Lizzie,Brooklyn,Bushwick,55,2,11/7/2016,0.18,0,1.0
15324045,"Big Modern Brick House, 3k sf (278m2), & Terrace",9049657,Benjamin,Brooklyn,Bushwick,390,50,9/30/2017,4.81,324,1.0
12309399,Big Bright room in Bushwick,4206804,Jam,Brooklyn,Bushwick,70,1,8/31/2016,0.08,336,1.0
4969540,Bold Bright & Beautiful with Backyard in Bushwick!,212861,Katrin,Brooklyn,Bushwick,150,68,9/5/2017,3.46,333,1.0
2739793,Modern Sunny 2-Bedroom in Bushwick,14019268,Seth,Brooklyn,Bushwick,143,95,9/25/2017,2.33,311,1.0
11325775,Spacious/bright master bedroom (en-suite bathroom),4451371,Thiago,Brooklyn,Bushwick,75,3,1/17/2017,0.24,285,1.0
11950098,Private Bedroom in Spacious Apartment,48680186,Millie,Brooklyn,Bushwick,40,3,8/29/2016,0.16,0,1.0
13274952,Helles und modernes Zimmer/Wohnung in Bushwick,11091997,Mario & Marijke,Brooklyn,Bushwick,92,19,8/22/2017,1.18,11,1.0
14351693,"Private room Bushwick, BK!",21544501,Natalie,Brooklyn,Bushwick,75,14,9/18/2017,1.04,350,1.0
19283246,LARGE 1 BR IN DOORMAN BUILDING w ROOFTOP + GYM,107179840,Keely,Brooklyn,Bushwick,90,2,7/4/2017,0.63,73,1.0
19119279,Sunny Brooklyn Bedroom,71314515,Tessa,Brooklyn,Bushwick,35,2,6/16/2017,0.5,0,1.0
14991333,A Cabin Room in Bushwick,5121858,Erica,Brooklyn,Bushwick,60,21,8/19/2017,2.4,131,1.0
9093038,"1-Bedroom apt in Brooklyn, New York",3198520,Lucie,Brooklyn,Bushwick,125,4,7/11/2017,0.19,0,1.0
20889502,"PRIME Bushwick Location, Budget Price - Room #8",146983648,Matt,Brooklyn,Bushwick,65,3,9/21/2017,3.0,75,1.0
16301173,LADIES ONLY! Bushwick Cozy & Cute Shared Room (B),27260699,J,Brooklyn,Bushwick,28,21,9/30/2017,5.08,302,1.0
18004987,Warm cozy green house,109854433,Careen,Brooklyn,Bushwick,120,28,9/27/2017,4.8,325,1.0
6601683,Sunny lrg 1 BR in Chilled Bushwick,5226684,Kate,Brooklyn,Bushwick,45,2,8/7/2015,0.07,0,1.0
16275257,Cosy room in Brooklyn,23055253,Marie,Brooklyn,Bushwick,80,2,9/12/2017,0.37,0,1.0
4766468,Lovely and Immaculate Bushwick Apt,24591281,James,Brooklyn,Bushwick,91,1,1/2/2017,0.11,0,1.0
835138,Loft with daylight & Manhattan view,4037451,Nicolas,Brooklyn,Bushwick,140,3,4/1/2016,0.07,325,1.0
10406479,Private room in Heart of Bushwick!,51615013,Richard,Brooklyn,Bushwick,50,23,9/18/2017,1.33,195,1.0
13941236,1 Bedroom Apartment in Brooklyn fully renovated,21466891,Martin,Brooklyn,Bushwick,100,25,9/18/2017,1.81,242,1.0
7125385,Bright Room in Bushwick Bungalow!,37322533,Jane,Brooklyn,Bushwick,44,32,9/12/2017,1.18,331,1.0
9615727,Huge room & private backyard,3501254,Brett,Brooklyn,Bushwick,70,1,1/6/2016,0.05,0,1.0
8894773,Cozy bedroom in Bushwick,46323110,Dan,Brooklyn,Bushwick,60,127,9/20/2017,5.29,145,1.0
16037703,Cozy private Studio in the heart of Bushwick,8788534,Maayan,Brooklyn,Bushwick,78,4,9/24/2017,0.44,3,1.0
14464699,ENTIRE FLOR :) PRIVATE entrance&full bathroom! :D,3441272,Jasmin& Cousin Davor :D,Brooklyn,Bushwick,110,86,9/15/2017,6.19,301,1.0
3978680,Bushwick Bungalow ~ Tree House Room,20583090,B,Brooklyn,Bushwick,95,4,8/9/2017,0.13,157,1.0
6082991,Love where you stay!,4432444,Ella,Brooklyn,Bushwick,45,2,9/12/2015,0.07,115,1.0
17878105,"Bedroom in Williamsburg, Brooklyn",30933151,Andres,Brooklyn,Bushwick,50,54,9/17/2017,8.9,4,1.0
14596236,Brooklyn - Bushwick - NYC #2,81274648,Ming,Brooklyn,Bushwick,48,40,9/30/2017,2.96,148,1.0
21149773,Awesome and BIG. Shared room and private room!,18413613,Sam,Brooklyn,Bushwick,75,1,10/1/2017,1.0,160,1.0
15644594,Heart of Bushwick 15 minutes to Manhattan,47228486,Masa,Brooklyn,Bushwick,72,3,1/2/2017,0.27,29,1.0
16299269,Single Minimal Bedroom in Hip area of Brooklyn NYC,4453703,Kraig,Brooklyn,Bushwick,43,1,12/8/2016,0.1,0,1.0
18527304,Cozy room - steps to subway and wyckoff hospital,2779415,Amberly,Brooklyn,Bushwick,80,7,9/30/2017,1.67,324,1.0
4109246,"Comfortable, Lovely Room on L Train",7714918,Carrie-Anne,Brooklyn,Bushwick,48,125,9/19/2017,3.53,220,1.0
7827908,"A Real Room, Why Not Stay Here?",41201538,Alicia,Brooklyn,Bushwick,63,54,9/21/2017,2.08,142,1.0
16692196,%7_ room_BK_Bushwick_train4min_safe,14492196,Denis,Brooklyn,Bushwick,35,21,9/26/2017,2.58,161,1.0
7435181,Refreshing Bushwick Enclave,38946305,Allon,Brooklyn,Bushwick,50,4,12/27/2015,0.15,0,1.0
17610271,"Spacious&Sunny private bedroom in Bushwick, BRKLYN",38645342,Attila,Brooklyn,Bushwick,69,13,9/3/2017,2.15,79,1.0
816673,Very Cool Entire Apartment | BUSHWICK,4289709,Elise,Brooklyn,Bushwick,65,4,4/1/2017,0.18,0,1.0
16429830,Cosy room in Bushwick,106549463,Maxime,Brooklyn,Bushwick,50,7,9/11/2017,0.76,2,1.0
3808715,1 private room in a loft space ,19573243,Frieda,Brooklyn,Bushwick,55,56,9/19/2017,1.49,363,1.0
3583702,Brooklyn's Finest,18018059,Erin,Brooklyn,Bushwick,115,100,9/4/2017,2.63,334,1.0
832096,Awesome studio in Bushwick!!!,4297106,Franck And Joshua,Brooklyn,Bushwick,88,134,9/10/2017,3.68,296,1.0
16692402,ROOM-PRIVATE BATHROOM- 2BEDS or (KINGSIZE)  BED,32107612,Eugon And,Brooklyn,Bushwick,75,23,9/20/2017,2.74,43,1.0
15381675,"DESIGN, COLOR, MODERN, LIGHT!!! COOK'S KITCHEN!!!",98341498,Gabriel,Brooklyn,Bushwick,145,27,9/27/2017,2.72,305,1.0
14725758,Beautiful Brooklyn Classic for 2 NEW RENO,306150,Cav,Brooklyn,Bushwick,70,2,2/1/2017,0.16,355,1.0
15888785,Bushwick Chill Spot (Luxury Rental),65092392,Jed,Brooklyn,Bushwick,65,28,10/1/2017,2.69,357,1.0
16478508,Bright & Beautiful Brooklyn Townhouse,5567106,Leslie,Brooklyn,Bushwick,170,5,6/1/2017,0.54,0,1.0
17477830,Sunny Room on Hippest Block in Bushwick,118341133,Mackenzie,Brooklyn,Bushwick,55,1,3/14/2017,0.14,0,1.0
14332782,Oasis Studio in most artsy neighborhood of NY!,1015393,New York Journey,Brooklyn,Bushwick,100,61,9/20/2017,4.73,312,1.0
7514135,"1 Bedroom, Bushwick, Brooklyn",37407363,Patrick,Brooklyn,Bushwick,45,7,12/5/2015,0.27,0,1.0
18002506,Cosy Bushwick Room!!!,121774066,Kay,Brooklyn,Bushwick,45,24,9/16/2017,4.19,325,1.0
17606753,Mom Room,119155499,Julio,Brooklyn,Bushwick,57,10,9/13/2017,1.64,356,1.0
16298529,Sunny bedroom for rent in East williamsburg..,30532557,Eibhlin,Brooklyn,Bushwick,40,2,7/31/2017,0.22,151,1.0
14856742,Penthouse Private Room w/Amazing Views,26434803,Zach,Brooklyn,Bushwick,45,1,9/5/2016,0.08,39,1.0
11973139,Share My Home-Experience NYC- Bushwick Style,52345532,Douglas,Brooklyn,Bushwick,57,19,9/16/2017,2.08,41,1.0
3584528,Spacious Loft with Spiral Staircase,11495235,Leslie,Brooklyn,Bushwick,150,2,1/5/2016,0.05,0,1.0
7915596,"Large, Bright NYC Room Near Trains",2339049,Arianna & Z,Brooklyn,Bushwick,69,124,9/30/2017,4.79,309,1.0
17919742,Heart of Bushwick Apartment For Coffee Lovers!,8894559,Duncan,Brooklyn,Bushwick,120,3,6/25/2017,0.63,5,1.0
12086985,"Private room in Sunny, Modern Bushwick apartment!",5095576,Isra,Brooklyn,Bushwick,91,15,9/24/2017,1.12,134,1.0
306799,2 rooms; private entrance & bath!,1577961,Oona,Brooklyn,Bushwick,65,104,9/8/2017,1.59,319,1.0
17222778,TOP SUNNY PRIVATE ROOM! W PRIVATE ADJOINING BATH !,27617508,Cormac,Brooklyn,Bushwick,80,36,9/25/2017,4.93,89,1.0
13528281,Luxury*Condo*HUGE*marble.private.Porch.garden+SUN*,4128829,Sara,Brooklyn,Bushwick,76,4,9/24/2017,0.28,362,1.0
14200676,"Ideal Bushwick, 2 bdrm, lrg basement, prvt garden",309088,Alexandre,Brooklyn,Bushwick,150,10,8/10/2017,0.79,297,1.0
8809420,Large clean room + private 1/2 bath,33899056,Ashley,Brooklyn,Bushwick,50,3,8/20/2016,0.12,276,1.0
14330713,Opera House Lofts - Bushwick Studio,10022166,David,Brooklyn,Bushwick,95,6,12/26/2016,0.43,0,1.0
9349949,Sweet room in renovated apartment,22819324,Patricia,Brooklyn,Bushwick,45,11,8/30/2017,0.5,0,1.0
18393875,Bright and serene Bushwick apartment,127414530,Dominica,Brooklyn,Bushwick,50,4,9/28/2017,1.01,31,1.0
10153363,Sailors Delight,49924063,Ta'Mur,Brooklyn,Bushwick,185,13,9/24/2017,0.72,361,1.0
11971174,Huge room in central Bushwick flat,4411040,Maya,Brooklyn,Bushwick,45,3,6/25/2016,0.16,0,1.0
16427610,Cozy Cottage in Bushwick,88982639,Zbigniew,Brooklyn,Bushwick,140,18,9/23/2017,2.31,128,1.0
20884060,Cool bushwick hang w/ private yard,11310212,Ariana,Brooklyn,Bushwick,60,2,9/13/2017,2.0,0,1.0
7498271,"3Bdr Artist Apt. (L,M,J,Z trains)",35819315,Hui & Jonathan,Brooklyn,Bushwick,172,97,9/30/2017,4.09,253,1.0
17001011,Comfort and Luxurious Bushwick Place,22414216,Crystal,Brooklyn,Bushwick,39,1,8/9/2017,0.54,89,1.0
962045,"Private Room & Coffee, only 3 blocks to Train",5239845,Deanna,Brooklyn,Bushwick,62,246,9/18/2017,4.56,342,1.0
17475471,Spacious Master Bedroom in Bushwick,18824085,David,Brooklyn,Bushwick,85,4,4/25/2017,0.6,151,1.0
18266775,Beautiful Room with Private Entrance by Bushwick!!,99608108,Osa,Brooklyn,Bushwick,69,9,9/22/2017,2.21,340,1.0
9758406,Japanese theme room in loft,40886861,Michele,Brooklyn,Bushwick,40,7,6/14/2017,0.51,274,1.0
16426665,Quiet Jungle Bedroom in Bushwick Apartment,52976678,Jonny,Brooklyn,Bushwick,95,2,4/13/2017,0.22,87,1.0
14330038,"2BR in Luxury Building- 24hr Doorman,Gym,GameRoom",8877881,David,Brooklyn,Bushwick,200,32,10/2/2017,2.76,18,1.0
18916850,Sunny Bedroom in the Heart of Bushwick!!!,44679058,Daniel,Brooklyn,Bushwick,35,2,6/28/2017,0.48,0,1.0
17605478,NANCY clean/quiet very close city,119155499,Julio,Brooklyn,Bushwick,59,12,9/20/2017,1.82,354,1.0
19702498,Sunny 2BR Brooklyn Loft,5421054,Samuel,Brooklyn,Bushwick,130,4,9/23/2017,1.9,0,1.0
19966324,Casa de Coffee Full Apt,141383804,Kati,Brooklyn,Bushwick,110,5,9/15/2017,2.68,0,1.0
18358644,Cozy room in the heart of Bushwick,127082964,Christopher,Brooklyn,Bushwick,72,10,8/27/2017,2.54,0,1.0
16032067,Huge Lux Bedroom in a Clean Modern Apt Near Subway,103464729,Refael,Brooklyn,Bushwick,57,2,3/26/2017,0.22,0,1.0
19965042,"Pleasant, homey room in Bushwick, 25 mins to MNHTN",38645342,Attila,Brooklyn,Bushwick,59,2,9/14/2017,0.8,73,1.0
18785349,12 Min to Manhattan! Spacious 2 Bed Brooklyn,126897352,Jason,Brooklyn,Bushwick,115,16,9/21/2017,3.5,44,1.0
18522181,Beautiful in Brooklyn - Perfect for Groups!,106454216,Steven,Brooklyn,Bushwick,180,6,8/21/2017,1.67,327,1.0
19144611,1 Bedroom Apartment in Brooklyn,133852665,Phil,Brooklyn,Bushwick,100,8,9/19/2017,4.62,82,1.0
2016579,Cozy Private room in Brooklyn,8013034,Kenny And Christine,Brooklyn,Bushwick,79,4,8/19/2017,0.75,285,1.0
17605947,Huge 1 BR Apt in the Heart of Bushwick,18868607,Alex,Brooklyn,Bushwick,180,3,7/29/2017,0.92,149,1.0
8069765,Brooklyn Jeff L Huge Room and yard!,42623155,Edward,Brooklyn,Bushwick,75,1,9/16/2015,0.04,0,1.0
10526335,Awesome Loft in Brooklyn-- easy access to the city,13200818,Jay,Brooklyn,Bushwick,45,8,6/7/2017,0.57,0,1.0
5031178,Beautiful Bushwick - 3BR Apartment,21721684,S.,Brooklyn,Bushwick,184,125,10/2/2017,3.9,312,1.0
2432545,Your own apartment in Bushwick,3053987,Darwin And Nicole,Brooklyn,Bushwick,79,38,8/24/2017,0.96,270,1.0
12099115,Bushwick Private Mermaid Room,64867933,Milky,Brooklyn,Bushwick,33,1,4/7/2016,0.06,0,1.0
18915587,Bright and Sunny Brooklyn Sanctuary,60626720,Timothy,Brooklyn,Bushwick,43,2,6/1/2017,0.48,0,1.0
17211583,Minimalist Hideaway In The Heart of Bushwick,278393,Dylana,Brooklyn,Bushwick,43,23,9/27/2017,2.99,66,1.0
13148280,Huge Modern Room in Duplex Apt 1 Block From Train,73247571,Sergio,Brooklyn,Bushwick,85,23,6/11/2017,1.41,171,1.0
18794969,Gorgeous one bedroom apartment in Bushwick!,4297106,Franck And Joshua,Brooklyn,Bushwick,140,12,9/17/2017,3.13,327,1.0
15508722,Cozy 1000sq ft basement in Bushwick,41496300,Jenny,Brooklyn,Bushwick,79,1,10/23/2016,0.09,178,1.0
1098863,Great Bushwick Studio Apartment,2413714,Wilfredo,Brooklyn,Bushwick,125,73,6/18/2017,1.36,352,1.0
11574674,"Bright 2 bedroom aparment, Bushwick",61175876,Raquel,Brooklyn,Bushwick,148,35,9/24/2017,1.97,311,1.0
4758924,Luxury Apt in Artsy Bushwick ,24555785,Shanna,Brooklyn,Bushwick,73,1,1/3/2015,0.03,0,1.0
5758234,Soaring Bushwick 3 Bedroom,21823,Greg,Brooklyn,Bushwick,225,45,7/17/2017,1.48,308,1.0
17866018,Beautiful Room in Styvesant Heights Brooklyn,122283834,Eve,Brooklyn,Bushwick,60,4,10/1/2017,2.61,172,1.0
13279036,Sunny cozy room with rooftop area in BK,72483475,Andrea,Brooklyn,Bushwick,50,2,6/14/2016,0.12,0,1.0
18793315,Spacious Sunny 2 BR Apt with Backyard!!,1709876,Michael & Olivier,Brooklyn,Bushwick,150,3,9/1/2017,1.25,0,1.0
444576,Bushwick Soul--Veteran Superhost!,2008053,Deirdre,Brooklyn,Bushwick,185,31,9/24/2017,0.52,102,1.0
1101097,Roofdeck Luxury Loft Apt with Gym,6048866,Sarah,Brooklyn,Bushwick,200,22,9/10/2017,0.41,358,1.0
19176053,Renovated sunny 1br w/ private bath steps to train,39808438,Easton,Brooklyn,Bushwick,50,2,9/5/2017,1.3,322,1.0
18913714,Restful Space in Brooklyn,33942080,Alanna,Brooklyn,Bushwick,55,1,8/6/2017,0.51,0,1.0
20601052,Sunny Bushwick Bedroom,2179078,Shaobo,Brooklyn,Bushwick,70,3,9/15/2017,3.0,7,1.0
18110654,Bright and Sunny Brooklyn Sanctuary,9630989,Ernesto,Brooklyn,Bushwick,65,28,9/17/2017,4.86,208,1.0
16390233,Bushwick room. 10 mins on L train from Manhattan.,107366016,Mac,Brooklyn,Bushwick,65,20,9/27/2017,4.08,149,1.0
17078010,Bushwick apartment (bedroom) right off L train!,1286399,Natalie,Brooklyn,Bushwick,60,2,9/12/2017,0.26,336,1.0
13784393,Private room w/AC - 20 minutes to Manhattan! COMFY,80250518,Ramy,Brooklyn,Bushwick,56,56,9/24/2017,3.97,86,1.0
20092162,Basement Apartment 1k sq ft (92m2),69533355,Tiffany,Brooklyn,Bushwick,49,2,9/29/2017,1.62,340,1.0
17208528,Room w/ Private Bathroom in Heart of Bushwick,84523696,Esaies,Brooklyn,Bushwick,90,3,7/30/2017,0.93,0,1.0
16241833,One bedroom available with great access to trains!,71147912,Rachel,Brooklyn,Bushwick,49,2,9/11/2017,0.2,0,1.0
1167009,Huge Bright Private Room in Loft,489448,Tina,Brooklyn,Bushwick,60,15,11/4/2016,0.28,276,1.0
1316691,Luminous Loft Apt in Artsy Bushwick,3643261,Maru,Brooklyn,Bushwick,125,60,9/23/2017,1.24,353,1.0
11546119,Beautiful Brooklyn Space,7215744,Kyle,Brooklyn,Bushwick,50,14,8/8/2017,1.17,2,1.0
9737171,"Comfortable Room in Brooklyn, NY",50238374,Ronald,Brooklyn,Bushwick,53,46,9/16/2017,2.1,287,1.0
4494258,"Beautiful & Cozy room, Worry free!!",23309210,Victor,Brooklyn,Bushwick,60,24,5/2/2017,0.7,333,1.0
9219569,"Quiet, cozy, and big Bushwick Apt!",47672228,Danielle,Brooklyn,Bushwick,125,9,7/23/2016,0.41,0,1.0
3838846,Sunny entire apartment,3817197,Karen,Brooklyn,Bushwick,180,8,9/24/2017,0.21,333,1.0
940046,Quiet private room in Gorgeous Apt,5080182,Marc,Brooklyn,Bushwick,72,102,7/30/2017,1.83,309,1.0
13810048,Brooklyn - Bushwick - NYC,81274648,Ming,Brooklyn,Bushwick,46,55,9/30/2017,3.79,83,1.0
14979787,Sunny 1BR in the most vibrant side of NYC !,1015393,New York Journey,Brooklyn,Bushwick,140,45,9/22/2017,3.67,4,1.0
19960519,Heart of Bushwick,18604887,Bree,Brooklyn,Bushwick,75,1,7/23/2017,0.41,8,1.0
20746813,Trendy modern Bushwick room 20 min from NYC,17572013,Donna,Brooklyn,Bushwick,50,1,9/25/2017,1.0,54,1.0
19157543,BRAND New ROOM CLOSE TO MANHATTAN(15 min by train),71422368,Alena,Brooklyn,Bushwick,80,10,9/25/2017,2.54,350,1.0
16392946,Serene + Comfortable Apt in East Williamsburg,10057035,Caroline,Brooklyn,Bushwick,65,1,12/30/2016,0.11,0,1.0
20615595,Enormous Guest Bedroom in Bushwick,89108103,Benjamin,Brooklyn,Bushwick,85,5,9/22/2017,4.17,175,1.0
9880294,Bohemian Bushwick Loft,2569188,Ana,Brooklyn,Bushwick,49,2,12/26/2015,0.09,0,1.0
11455372,Space for Small Events,16245414,Shae,Brooklyn,Bushwick,300,5,3/5/2017,0.28,0,1.0
18124999,Beautiful Private Room in Artist's Home/Studio,50735404,Carlos,Brooklyn,Bushwick,96,16,9/4/2017,2.93,164,1.0
14979266,Bushwick Country Oasis,79360601,Spencer,Brooklyn,Bushwick,110,8,10/1/2017,0.63,19,1.0
5804184,Dreamy belltower room in huge loft,30112106,John,Brooklyn,Bushwick,45,6,3/8/2017,0.2,0,1.0
15388485,Fun Bushwick Apt for Large Group or Family,13039441,Erika,Brooklyn,Bushwick,175,1,10/7/2016,0.08,0,1.0
18927417,Short Stay in a Cozy Room in Bushwick,131699750,Daiju,Brooklyn,Bushwick,45,1,6/30/2017,0.31,165,1.0
13812310,Luxury Apt. Lots of Natural Light. Train nearby,74885349,Kimberly,Brooklyn,Bushwick,129,15,9/22/2017,1.05,329,1.0
17993218,Great Budget Room 20 min to Manhattan!!,121771826,Tane,Brooklyn,Bushwick,60,13,9/15/2017,2.44,347,1.0
9473492,1 Bedroom in 2 bdr Bushwick apt,49099055,Charles,Brooklyn,Bushwick,55,1,12/27/2015,0.05,0,1.0
17174524,Discover Bushwick conveniently near the L&M Trains,19345954,Amanda,Brooklyn,Bushwick,50,8,9/14/2017,2.09,345,1.0
12357598,"Comfortable, affordable and well styled",15701649,Kaine,Brooklyn,Bushwick,90,5,9/24/2017,0.28,153,1.0
9997702,"Spacious, Cozy Bedroom in Bushwick",5123299,Ian,Brooklyn,Bushwick,75,3,12/11/2016,0.14,0,1.0
8686849,Lovely Brooklyn loft,45604877,Eleanor,Brooklyn,Bushwick,40,3,5/18/2017,0.43,185,1.0
18254917,"Sunny, Bright 2 Bedroom top floor Apt in Bushwick.",49926993,Jonathan,Brooklyn,Bushwick,140,16,9/20/2017,3.43,52,1.0
18664404,Bushwick Bedroom,129711053,Anders,Brooklyn,Bushwick,70,4,9/30/2017,2.45,109,1.0
10390902,Cozy spot off L train - 20min>City,53495399,Blake,Brooklyn,Bushwick,75,1,3/24/2016,0.05,0,1.0
19270375,Bushwick Lyceum,616390,Adam,Brooklyn,Bushwick,160,2,8/30/2017,0.63,310,1.0
11143891,Clean Private Bedroom in Bushwick,27087652,Louise,Brooklyn,Bushwick,50,1,4/14/2016,0.06,0,1.0
7785582,Basement Room with Private Bathroom,11048791,Jarred,Brooklyn,Bushwick,42,1,10/14/2015,0.04,0,1.0
19712363,NEW+HUGE room for 4 people(15 min to MANHATTAN ),71422368,Alena,Brooklyn,Bushwick,115,9,9/19/2017,3.42,354,1.0
2804065,Charming Victorian Decor 1 BD,14343538,Cash,Brooklyn,Bushwick,69,17,9/22/2017,0.42,2,1.0
11323526,Beautiful Warm  Abode,4007669,Olivia,Brooklyn,Bushwick,62,16,10/22/2016,0.81,0,1.0
11569227,Beautiful Modern Studio in Bushwick,1432593,Val,Brooklyn,Bushwick,92,14,8/21/2017,0.89,0,1.0
16943101,Gorgeous Bright 4BR Brooklyn Near Train!,113251630,Joling,Brooklyn,Bushwick,240,23,9/22/2017,3.27,293,1.0
18139702,"Cute place in Brooklyn ( Bushwick, NY)",122421797,Cati,Brooklyn,Bushwick,94,18,9/28/2017,3.29,329,1.0
10382430,Private bedroom located in Bushwick,53445174,Robert,Brooklyn,Bushwick,35,1,1/31/2016,0.05,0,1.0
16812557,Quiet Room in Bushwick Two-Bedroom,111821322,Mara,Brooklyn,Bushwick,69,41,9/24/2017,4.8,359,1.0
9603611,Bushwick Light-filled Artist Loft,47710992,Emilie,Brooklyn,Bushwick,85,6,12/28/2016,0.51,0,1.0
1493521,Beautiful private Apt - 15m Manhattan (1st room),570882,Eldad & Paulina,Brooklyn,Bushwick,48,8,9/1/2017,0.16,211,1.0
17074689,Comfy Bk Room,13541700,Ginny,Brooklyn,Bushwick,72,5,8/21/2017,0.85,0,1.0
19696119,Entire floor of a brand new split level apt! AC!!!,4334590,Ashley,Brooklyn,Bushwick,115,13,9/21/2017,4.87,284,1.0
13282385,Beautiful 2BR Apt. in Brand New Building,18840786,Michael,Brooklyn,Bushwick,95,1,6/7/2016,0.06,0,1.0
19565021,Speakeasy Country House II (AirConditioner),24020292,Cristiano,Brooklyn,Bushwick,70,11,9/27/2017,3.88,3,1.0
2148025,"Bed&Bagel~a charming, solar, 3 bedroom loft",9130465,Roberta (And Chris),Brooklyn,Bushwick,235,156,9/16/2017,3.53,299,1.0
19170980,Luxury 1 Bedroom Apartment in Prime Brooklyn,46317725,Jamie,Brooklyn,Bushwick,147,3,9/4/2017,0.96,3,1.0
6145657,"BK Garden Oasis 2, Queen Bd L Train",231950,David,Brooklyn,Bushwick,77,104,9/13/2017,3.54,37,1.0
10520825,1br Large furnished bedroom in cool Bushwick,54242258,Steven,Brooklyn,Bushwick,60,1,10/2/2016,0.08,0,1.0
20498653,Bushwick Renovated Apartment,146342086,Banty,Brooklyn,Bushwick,40,3,9/25/2017,1.88,58,1.0
10011763,"Beautiful quiet apartment, Bushwick",24190730,Lara,Brooklyn,Bushwick,70,22,9/26/2016,1.06,0,1.0
13026414,Bright Bushwick Room off L Train,27016241,Caryn,Brooklyn,Bushwick,79,7,12/4/2016,0.53,0,1.0
12984506,Artsy & Vibrant Home,52498520,Mariella,Brooklyn,Bushwick,67,20,9/17/2017,1.21,362,1.0
1475631,BLYN BROWNSTONE CORZY CORNER in NYC,2015914,Majar,Brooklyn,Bushwick,59,86,9/18/2017,1.71,270,1.0
18270109,Beautiful Room by Bushwick Brooklyn!!,99608108,Osa,Brooklyn,Bushwick,29,17,9/24/2017,3.15,353,1.0
4093591,1 Room & 1 Bath,11090576,Michael,Brooklyn,Bushwick,25,8,1/15/2015,0.22,0,1.0
4244235,"5 BED DUPLEX 3 BATH,15 MIN TO CITY",254846,Brendan,Brooklyn,Bushwick,399,37,9/1/2017,1.08,307,1.0
1930685,Small place in arty Bushwick,9667278,Jen,Brooklyn,Bushwick,55,21,9/16/2017,0.55,1,1.0
9486961,Large Bright Bushwick Private Room!,49170998,Nina,Brooklyn,Bushwick,50,2,9/17/2017,0.09,0,1.0
