AirBnB_Listings_Table_NYC
Borough_ID,Borough,Price,Min_Number_Nights_Booked,Total_Reviews,Reviews_Per_Month,Number_of_Listings,Annual_Availability_(Days)
2,Brooklyn,77,7,3,0.26,1,316
2,Brooklyn,70,5,2,0.14,1,362
2,Brooklyn,195,7,0,,1,0
2,Brooklyn,60,1,2,0.12,1,0
2,Brooklyn,125,1,3,0.91,2,2
2,Brooklyn,109,7,4,0.26,1,70
2,Brooklyn,90,2,3,0.04,1,268
2,Brooklyn,80,1,0,,1,0
2,Brooklyn,200,3,0,,1,273
2,Brooklyn,125,1,0,,1,0
2,Brooklyn,220,2,72,3.58,1,172
2,Brooklyn,179,1,6,0.08,28,354
2,Brooklyn,219,2,0,,1,0
2,Brooklyn,170,5,0,,1,215
2,Brooklyn,600,1,1,0.33,1,363
2,Brooklyn,112,3,3,0.08,1,0
2,Brooklyn,60,6,0,,1,0
2,Brooklyn,110,4,0,,1,0
2,Brooklyn,150,2,21,1.51,1,152
2,Brooklyn,144,2,93,0.98,1,305
2,Brooklyn,75,2,20,1.28,2,0
2,Brooklyn,150,3,48,2.04,2,308
2,Brooklyn,99,3,7,0.35,15,83
2,Brooklyn,199,3,41,0.69,28,349
2,Brooklyn,119,3,0,,1,93
2,Brooklyn,75,5,2,0.05,1,335
2,Brooklyn,112,4,16,0.25,1,0
2,Brooklyn,50,1,1,0.05,1,0
2,Brooklyn,57,1,36,6.07,2,53
2,Brooklyn,60,1,2,0.09,1,0
2,Brooklyn,80,6,0,,1,0
2,Brooklyn,120,1,0,,1,0
2,Brooklyn,135,7,2,0.08,1,0
2,Brooklyn,50,1,1,1,1,42
2,Brooklyn,185,4,4,0.88,1,62
2,Brooklyn,225,7,2,0.07,1,0
2,Brooklyn,101,3,5,0.97,1,0
2,Brooklyn,179,3,18,0.83,15,85
2,Brooklyn,163,1,0,,1,0
2,Brooklyn,120,3,3,0.19,1,0
2,Brooklyn,85,2,9,0.34,1,331
2,Brooklyn,175,6,0,,2,0
2,Brooklyn,65,2,8,0.72,1,53
2,Brooklyn,129,3,31,1.96,4,30
2,Brooklyn,115,10,2,0.08,1,0
2,Brooklyn,75,2,2,0.16,2,4
2,Brooklyn,349,3,8,0.11,28,354
2,Brooklyn,199,1,10,0.47,15,115
2,Brooklyn,349,3,6,0.09,28,354
2,Brooklyn,125,2,5,0.17,1,0
2,Brooklyn,270,3,13,0.35,1,0
2,Brooklyn,52,3,0,,1,170
2,Brooklyn,70,2,2,0.77,1,0
2,Brooklyn,40,3,1,0.31,1,0
2,Brooklyn,85,3,2,0.08,1,88
2,Brooklyn,95,8,9,0.5,1,198
2,Brooklyn,125,12,0,,1,0
2,Brooklyn,150,2,2,0.6,1,55
2,Brooklyn,118,3,1,0.04,2,243
2,Brooklyn,105,4,7,0.15,1,0
2,Brooklyn,55,20,3,0.22,1,0
2,Brooklyn,100,4,1,1,1,28
2,Brooklyn,159,1,13,0.71,8,354
2,Brooklyn,120,2,4,0.93,1,4
2,Brooklyn,159,1,15,0.83,8,359
2,Brooklyn,150,14,0,,1,0
2,Brooklyn,70,2,5,0.18,1,331
2,Brooklyn,174,3,46,0.67,1,89
2,Brooklyn,149,1,213,4,2,84
2,Brooklyn,200,5,2,2,1,68
2,Brooklyn,175,2,2,1.58,1,141
2,Brooklyn,65,30,16,0.41,4,120
2,Brooklyn,40,7,2,0.1,2,0
2,Brooklyn,199,6,2,0.64,1,0
2,Brooklyn,115,1,2,0.05,1,0
2,Brooklyn,350,3,0,,1,363
2,Brooklyn,110,4,0,,1,0
2,Brooklyn,78,3,61,2.17,1,168
2,Brooklyn,44,4,22,1.49,2,289
2,Brooklyn,208,4,13,2.34,1,299
2,Brooklyn,230,1,17,1.25,2,19
2,Brooklyn,300,1,1,0.09,2,108
2,Brooklyn,116,3,17,0.89,1,1
2,Brooklyn,70,5,1,0.05,1,0
2,Brooklyn,195,1,1,0.04,1,0
2,Brooklyn,179,1,40,0.59,1,315
2,Brooklyn,53,3,7,0.17,2,29
2,Brooklyn,60,1,31,2.7,2,61
2,Brooklyn,70,3,26,0.43,2,204
2,Brooklyn,75,2,2,0.05,1,0
2,Brooklyn,209,14,1,0.04,1,0
2,Brooklyn,165,3,0,,1,186
2,Brooklyn,75,1,0,,2,0
2,Brooklyn,250,2,15,3.13,1,327
2,Brooklyn,70,2,39,0.73,1,362
2,Brooklyn,150,4,5,0.07,1,360
2,Brooklyn,60,3,9,0.53,1,0
2,Brooklyn,75,1,3,0.82,1,121
2,Brooklyn,160,3,8,2.7,1,0
2,Brooklyn,225,3,2,1.71,1,241
2,Brooklyn,200,1,7,1.34,1,166
2,Brooklyn,115,3,7,0.33,1,36
2,Brooklyn,125,1,22,3.32,1,140
2,Brooklyn,208,1,18,2.71,2,35
2,Brooklyn,350,7,4,0.08,2,93
2,Brooklyn,190,2,0,,1,0
2,Brooklyn,55,5,0,,1,0
2,Brooklyn,100,2,0,,1,0
2,Brooklyn,95,1,5,0.89,2,57
2,Brooklyn,90,2,1,0.1,1,0
2,Brooklyn,149,2,58,2.4,2,276
2,Brooklyn,135,2,1,1,1,359
2,Brooklyn,130,3,0,,1,0
2,Brooklyn,140,2,10,0.55,2,0
2,Brooklyn,165,1,1,0.04,1,0
2,Brooklyn,65,7,0,,1,0
2,Brooklyn,75,1,0,,1,0
2,Brooklyn,110,4,3,0.18,1,0
2,Brooklyn,30,8,1,0.05,1,0
2,Brooklyn,50,3,2,0.16,1,0
2,Brooklyn,80,7,3,0.16,3,341
2,Brooklyn,56,2,1,0.05,1,0
2,Brooklyn,150,3,5,0.35,1,285
2,Brooklyn,65,1,57,3.07,2,100
2,Brooklyn,50,6,1,0.09,1,62
2,Brooklyn,91,3,190,2.53,1,309
2,Brooklyn,49,2,30,0.91,1,0
2,Brooklyn,350,3,15,0.52,1,0
2,Brooklyn,177,1,18,0.84,15,60
2,Brooklyn,100,1,8,0.51,2,42
2,Brooklyn,169,1,12,0.56,15,360
2,Brooklyn,0,5,3,2,1,275
2,Brooklyn,299,1,28,2.07,2,131
2,Brooklyn,225,3,1,0.04,1,0
2,Brooklyn,50,2,24,0.49,3,286
2,Brooklyn,65,1,13,0.35,2,0
2,Brooklyn,195,3,19,0.94,1,31
2,Brooklyn,70,2,6,3,2,0
2,Brooklyn,60,1,3,1.73,3,343
2,Brooklyn,60,4,21,1.42,2,17
2,Brooklyn,89,3,27,2.95,1,82
2,Brooklyn,49,1,2,0.12,1,0
2,Brooklyn,60,1,37,1.19,3,289
2,Brooklyn,135,1,0,,1,0
2,Brooklyn,119,3,0,,1,0
2,Brooklyn,129,4,45,2.5,1,31
2,Brooklyn,125,1,3,0.14,1,365
2,Brooklyn,167,5,2,0.07,1,0
2,Brooklyn,58,2,21,1.2,3,0
2,Brooklyn,155,3,17,1.34,1,17
2,Brooklyn,68,2,9,1.94,1,4
2,Brooklyn,65,7,3,0.17,3,307
2,Brooklyn,155,3,72,1.92,2,56
2,Brooklyn,65,1,0,,1,0
2,Brooklyn,115,2,24,3.08,1,331
2,Brooklyn,75,1,32,2.26,1,66
2,Brooklyn,160,4,93,1.83,1,320
2,Brooklyn,350,3,1,0.04,1,0
2,Brooklyn,149,7,0,,2,336
2,Brooklyn,100,2,0,,1,0
2,Brooklyn,110,2,1,0.11,1,3
2,Brooklyn,160,3,0,,1,12
2,Brooklyn,50,10,2,0.11,1,27
2,Brooklyn,159,1,12,0.67,8,365
2,Brooklyn,225,1,25,1.94,3,310
2,Brooklyn,90,2,25,3.85,1,63
2,Brooklyn,149,1,6,0.35,8,362
2,Brooklyn,75,1,12,0.97,1,174
2,Brooklyn,194,2,4,0.16,1,288
2,Brooklyn,45,5,0,,2,194
2,Brooklyn,750,3,4,0.71,1,47
2,Brooklyn,350,2,2,0.11,3,364
2,Brooklyn,99,2,46,1.52,1,0
2,Brooklyn,60,3,18,0.73,5,275
2,Brooklyn,85,4,4,0.12,1,0
2,Brooklyn,217,30,4,0.31,1,333
2,Brooklyn,60,1,5,0.16,1,8
2,Brooklyn,89,2,2,0.37,1,0
2,Brooklyn,199,1,19,0.27,28,348
2,Brooklyn,50,1,0,,1,0
2,Brooklyn,120,5,40,0.75,1,0
2,Brooklyn,60,1,59,1.59,1,185
2,Brooklyn,55,4,2,0.08,1,0
2,Brooklyn,150,1,0,,1,0
2,Brooklyn,129,3,52,2.27,1,167
2,Brooklyn,77,3,37,1.91,1,171
2,Brooklyn,45,1,0,,1,0
2,Brooklyn,80,2,0,,1,0
2,Brooklyn,117,2,17,1.17,1,0
2,Brooklyn,69,2,7,1.78,1,0
2,Brooklyn,300,30,1,0.03,1,0
2,Brooklyn,150,2,1,0.05,1,0
2,Brooklyn,79,2,7,0.68,1,0
2,Brooklyn,56,1,19,3.11,1,65
2,Brooklyn,69,3,0,,1,73
2,Brooklyn,200,3,24,1.44,1,223
2,Brooklyn,70,5,8,2.61,1,0
2,Brooklyn,99,10,0,,1,0
2,Brooklyn,75,1,1,0.04,1,0
2,Brooklyn,60,1,7,1.84,1,0
2,Brooklyn,75,2,0,,1,89
2,Brooklyn,150,2,1,0.59,1,57
2,Brooklyn,78,1,2,0.09,2,0
2,Brooklyn,86,7,8,0.16,1,0
2,Brooklyn,75,2,0,,1,0
2,Brooklyn,140,3,3,3,1,27
2,Brooklyn,125,7,0,,2,76
2,Brooklyn,100,2,4,0.48,1,0
2,Brooklyn,160,2,4,1.26,1,0
2,Brooklyn,125,2,0,,1,0
2,Brooklyn,120,1,0,,1,0
2,Brooklyn,125,1,8,0.24,1,287
2,Brooklyn,76,6,0,,1,178
2,Brooklyn,98,2,0,,1,32
2,Brooklyn,275,2,20,0.31,1,364
2,Brooklyn,185,1,6,0.95,1,8
2,Brooklyn,272,3,3,0.11,1,0
2,Brooklyn,210,3,62,1.01,2,338
2,Brooklyn,89,3,39,0.97,1,327
2,Brooklyn,200,5,0,,1,6
2,Brooklyn,165,3,28,0.84,5,69
2,Brooklyn,135,2,167,3.86,1,319
2,Brooklyn,99,7,0,,2,336
2,Brooklyn,150,3,25,4.84,1,42
2,Brooklyn,130,2,3,0.11,1,0
2,Brooklyn,48,7,0,,1,0
2,Brooklyn,67,4,0,,1,0
2,Brooklyn,125,3,0,,1,364
2,Brooklyn,65,5,13,0.95,1,134
2,Brooklyn,67,1,2,0.23,1,0
2,Brooklyn,78,1,12,4.56,1,0
2,Brooklyn,100,1,5,0.46,1,0
2,Brooklyn,200,2,0,,1,178
2,Brooklyn,400,2,0,,1,0
2,Brooklyn,90,3,0,,1,290
2,Brooklyn,70,2,8,2.26,2,53
2,Brooklyn,65,2,0,,1,61
2,Brooklyn,150,14,3,0.12,1,0
2,Brooklyn,79,14,18,0.27,1,318
2,Brooklyn,120,3,3,0.23,1,0
2,Brooklyn,112,3,2,1.25,1,90
2,Brooklyn,112,2,8,0.34,1,0
2,Brooklyn,299,3,5,0.14,28,354
2,Brooklyn,249,3,3,0.04,28,354
2,Brooklyn,91,3,56,3.47,1,313
2,Brooklyn,115,1,14,7,1,38
2,Brooklyn,59,10,1,0.24,3,307
2,Brooklyn,160,2,1,1,1,0
2,Brooklyn,105,1,29,1.62,1,359
2,Brooklyn,85,4,0,,2,275
2,Brooklyn,50,2,15,0.28,3,287
2,Brooklyn,150,3,6,2.37,1,0
2,Brooklyn,150,1,59,0.76,1,324
2,Brooklyn,75,1,0,,1,0
2,Brooklyn,250,3,0,,1,0
2,Brooklyn,88,3,8,0.13,1,275
2,Brooklyn,75,1,0,,1,0
2,Brooklyn,55,3,102,1.94,1,298
2,Brooklyn,60,2,0,,1,78
2,Brooklyn,110,3,35,2.81,5,25
2,Brooklyn,100,1,0,,1,8
2,Brooklyn,79,4,0,,1,0
2,Brooklyn,78,5,0,,1,41
2,Brooklyn,325,1,3,1.41,3,14
2,Brooklyn,120,1,8,0.32,1,0
2,Brooklyn,88,1,0,,1,0
2,Brooklyn,59,3,0,,1,0
2,Brooklyn,250,4,10,1.2,1,119
2,Brooklyn,79,2,3,1.73,1,82
2,Brooklyn,285,3,109,1.36,3,344
2,Brooklyn,165,4,42,2.09,2,33
2,Brooklyn,75,14,2,0.3,2,272
2,Brooklyn,50,24,0,,1,0
2,Brooklyn,112,5,4,0.22,1,336
2,Brooklyn,73,2,19,0.41,1,0
2,Brooklyn,160,1,0,,1,0
2,Brooklyn,70,4,1,0.06,1,0
2,Brooklyn,130,1,20,0.67,1,25
2,Brooklyn,250,2,0,,2,0
2,Brooklyn,130,3,2,0.13,1,244
2,Brooklyn,56,2,57,4.15,2,68
2,Brooklyn,85,5,2,0.09,1,0
2,Brooklyn,150,3,0,,1,365
2,Brooklyn,159,2,40,0.71,1,0
2,Brooklyn,85,1,1,0.07,2,0
2,Brooklyn,250,2,4,4,1,7
2,Brooklyn,245,3,0,,1,0
2,Brooklyn,350,1,0,,1,334
2,Brooklyn,75,1,10,0.56,2,0
2,Brooklyn,150,15,10,1.01,1,90
2,Brooklyn,200,2,1,0.94,1,83
2,Brooklyn,260,2,5,0.09,1,321
2,Brooklyn,242,2,3,0.44,1,307
2,Brooklyn,80,3,6,0.26,1,0
2,Brooklyn,150,3,7,1.4,1,0
2,Brooklyn,100,2,20,0.67,1,305
2,Brooklyn,140,2,8,0.3,1,0
2,Brooklyn,135,2,5,4.17,1,9
2,Brooklyn,110,4,1,0.05,1,0
2,Brooklyn,110,2,4,0.31,1,0
2,Brooklyn,175,3,6,0.8,1,246
2,Brooklyn,220,2,1,0.04,2,335
2,Brooklyn,125,2,0,,1,0
2,Brooklyn,70,1,0,,1,278
2,Brooklyn,66,1,1,0.05,1,0
2,Brooklyn,150,3,2,0.12,1,0
2,Brooklyn,50,3,1,0.06,1,0
2,Brooklyn,85,3,3,0.11,1,0
2,Brooklyn,69,3,0,,1,0
2,Brooklyn,60,2,4,2.11,1,153
2,Brooklyn,650,3,2,0.2,2,76
2,Brooklyn,53,3,32,1.14,3,57
2,Brooklyn,599,3,8,0.1,28,353
2,Brooklyn,85,20,5,0.14,1,0
2,Brooklyn,190,1,4,1.45,1,313
2,Brooklyn,151,1,58,3.2,2,62
2,Brooklyn,100,10,3,0.16,3,306
2,Brooklyn,129,3,9,0.42,15,0
2,Brooklyn,159,3,3,0.14,1,0
2,Brooklyn,94,3,9,1.05,1,18
2,Brooklyn,75,1,0,,1,363
2,Brooklyn,105,4,0,,1,6
2,Brooklyn,199,3,3,3,1,45
2,Brooklyn,95,1,6,0.24,1,0
2,Brooklyn,50,60,0,,1,0
2,Brooklyn,59,1,2,0.06,1,0
2,Brooklyn,131,7,5,0.56,1,55
2,Brooklyn,190,6,0,,1,141
2,Brooklyn,288,2,60,1.11,1,341
2,Brooklyn,100,2,8,0.58,1,0
2,Brooklyn,229,2,32,0.57,1,344
2,Brooklyn,75,4,0,,1,2
2,Brooklyn,145,2,15,0.6,1,65
2,Brooklyn,210,7,0,,1,0
2,Brooklyn,95,2,0,,1,56
2,Brooklyn,150,4,1,0.11,1,0
2,Brooklyn,116,1,0,,1,0
2,Brooklyn,500,5,0,,1,0
2,Brooklyn,250,2,1,0.04,1,0
2,Brooklyn,140,7,1,0.07,1,0
2,Brooklyn,100,5,0,,1,79
2,Brooklyn,140,3,2,2,2,54
2,Brooklyn,53,1,20,2.62,4,27
2,Brooklyn,75,1,0,,1,0
2,Brooklyn,135,2,150,5.01,2,280
2,Brooklyn,250,2,5,2.63,2,38
2,Brooklyn,25,7,2,0.14,1,0
2,Brooklyn,100,1,0,,1,0
2,Brooklyn,90,1,7,0.44,1,0
2,Brooklyn,300,2,4,1.97,2,14
2,Brooklyn,350,2,2,0.59,1,28
2,Brooklyn,143,1,0,,1,0
2,Brooklyn,65,30,5,0.33,4,120
2,Brooklyn,165,1,6,0.59,1,31
2,Brooklyn,54,4,0,,2,0
2,Brooklyn,110,2,141,4.71,2,304
2,Brooklyn,129,6,39,0.88,1,0
2,Brooklyn,169,3,13,0.41,1,292
2,Brooklyn,60,2,4,0.48,1,3
2,Brooklyn,145,3,2,1.22,1,157
2,Brooklyn,165,3,8,0.52,1,0
2,Brooklyn,89,1,0,,1,0
2,Brooklyn,150,2,0,,1,0
2,Brooklyn,75,1,5,1.42,3,0
2,Brooklyn,100,1,0,,1,0
2,Brooklyn,89,2,7,0.35,2,60
2,Brooklyn,65,1,3,0.27,1,30
2,Brooklyn,90,3,2,0.88,1,4
2,Brooklyn,99,2,126,2.67,1,147
2,Brooklyn,90,7,2,0.09,1,0
2,Brooklyn,125,2,2,0.09,1,0
2,Brooklyn,75,3,0,,2,0
2,Brooklyn,0,2,5,3.95,1,37
2,Brooklyn,175,3,54,2.14,1,306
2,Brooklyn,45,12,0,,1,0
2,Brooklyn,85,3,2,0.09,1,274
2,Brooklyn,87,1,16,0.64,1,343
2,Brooklyn,59,3,19,0.61,1,109
2,Brooklyn,185,2,6,6,1,1
2,Brooklyn,50,4,0,,1,0
2,Brooklyn,75,1,0,,1,0
2,Brooklyn,250,3,2,0.06,1,8
2,Brooklyn,70,7,0,,1,28
2,Brooklyn,60,1,3,0.14,2,0
2,Brooklyn,160,2,3,0.19,1,0
2,Brooklyn,151,21,3,0.14,1,274
2,Brooklyn,130,3,17,0.35,1,55
2,Brooklyn,60,5,3,0.33,1,0
2,Brooklyn,55,28,18,0.66,2,317
2,Brooklyn,130,3,2,1.03,1,31
2,Brooklyn,60,1,1,0.05,1,0
2,Brooklyn,120,3,2,0.09,1,0
2,Brooklyn,88,3,3,0.24,1,87
2,Brooklyn,98,3,0,,1,0
2,Brooklyn,125,7,0,,1,63
2,Brooklyn,95,4,3,0.2,1,179
2,Brooklyn,189,1,16,0.74,15,102
2,Brooklyn,150,14,1,0.04,1,0
2,Brooklyn,175,3,0,,1,0
2,Brooklyn,70,5,0,,3,8
2,Brooklyn,41,1,0,,2,0
2,Brooklyn,130,1,13,1.01,1,0
2,Brooklyn,99,5,0,,1,0
2,Brooklyn,65,1,1,0.07,1,0
2,Brooklyn,60,3,1,0.11,1,0
2,Brooklyn,165,5,1,1,1,129
2,Brooklyn,100,15,0,,1,0
2,Brooklyn,10,3,1,1,1,361
2,Brooklyn,50,20,2,0.24,1,0
2,Brooklyn,110,2,1,1,2,349
2,Brooklyn,80,2,0,,1,0
2,Brooklyn,70,2,8,8,1,35
2,Brooklyn,170,3,13,0.32,1,271
2,Brooklyn,62,4,2,0.09,1,0
2,Brooklyn,60,2,36,3.26,1,69
2,Brooklyn,169,2,4,0.33,1,0
2,Brooklyn,100,3,0,,2,0
2,Brooklyn,280,3,3,0.14,15,0
2,Brooklyn,69,4,2,0.4,1,83
2,Brooklyn,127,5,22,2.76,1,215
2,Brooklyn,175,1,4,0.1,2,291
2,Brooklyn,75,1,29,0.69,2,291
2,Brooklyn,189,1,0,,1,0
2,Brooklyn,90,1,3,3,2,358
2,Brooklyn,199,1,26,0.37,28,354
2,Brooklyn,80,3,0,,1,0
2,Brooklyn,85,1,6,1.62,3,295
2,Brooklyn,104,7,0,,1,0
2,Brooklyn,85,3,6,0.21,1,364
2,Brooklyn,249,3,2,0.03,28,354
2,Brooklyn,63,7,0,,1,0
2,Brooklyn,244,3,0,,1,0
2,Brooklyn,45,2,23,3.17,1,58
2,Brooklyn,70,2,11,0.47,1,268
2,Brooklyn,74,2,9,0.87,1,4
2,Brooklyn,55,5,3,0.26,1,0
2,Brooklyn,185,3,211,2.86,3,331
2,Brooklyn,90,1,9,1.44,2,137
2,Brooklyn,125,2,45,3.52,1,299
2,Brooklyn,150,7,0,,1,0
2,Brooklyn,200,2,0,,1,0
2,Brooklyn,125,2,108,2.95,1,126
2,Brooklyn,300,4,5,0.3,1,320
2,Brooklyn,100,1,1,0.11,1,0
2,Brooklyn,120,4,0,,1,0
2,Brooklyn,70,1,3,0.97,2,0
2,Brooklyn,107,7,3,0.19,2,0
2,Brooklyn,120,1,0,,1,0
2,Brooklyn,125,2,0,,2,0
2,Brooklyn,50,13,0,,1,365
2,Brooklyn,100,4,4,0.23,1,0
2,Brooklyn,50,5,1,0.04,1,0
2,Brooklyn,60,1,1,0.94,1,318
2,Brooklyn,500,1,0,,1,365
2,Brooklyn,175,1,1,0.04,1,0
2,Brooklyn,59,3,2,0.24,1,0
2,Brooklyn,125,7,2,0.9,1,0
2,Brooklyn,50,2,7,0.63,1,5
2,Brooklyn,149,2,1,0.04,1,0
2,Brooklyn,250,4,2,0.16,1,9
2,Brooklyn,750,1,0,,1,0
2,Brooklyn,115,7,1,1,2,284
2,Brooklyn,350,1,1,1,15,300
2,Brooklyn,189,2,18,0.42,1,333
2,Brooklyn,71,5,4,0.36,1,215
2,Brooklyn,150,4,0,,1,0
2,Brooklyn,80,2,48,1.1,1,266
2,Brooklyn,155,2,29,0.65,1,0
2,Brooklyn,199,3,13,0.2,28,348
2,Brooklyn,125,3,4,0.45,1,0
2,Brooklyn,250,1,0,,1,0
2,Brooklyn,35,15,0,,2,208
2,Brooklyn,99,7,1,0.19,1,55
2,Brooklyn,140,5,12,0.5,1,21
2,Brooklyn,130,5,4,0.06,1,0
2,Brooklyn,135,3,3,0.55,1,318
2,Brooklyn,185,3,9,0.25,1,0
2,Brooklyn,190,2,10,0.52,1,2
2,Brooklyn,38,1,1,0.04,1,0
2,Brooklyn,200,1,0,,1,0
2,Brooklyn,55,2,2,2,1,64
2,Brooklyn,75,1,27,0.92,1,0
2,Brooklyn,101,3,0,,1,8
2,Brooklyn,235,3,45,1.08,1,224
2,Brooklyn,98,1,1,0.24,1,0
2,Brooklyn,100,20,0,,1,89
2,Brooklyn,220,2,3,0.87,2,128
2,Brooklyn,199,30,76,2.47,1,296
2,Brooklyn,160,2,18,0.48,1,0
2,Brooklyn,87,2,29,0.47,2,352
2,Brooklyn,135,3,4,1.6,1,18
2,Brooklyn,150,1,0,,1,0
2,Brooklyn,99,3,8,0.44,8,0
2,Brooklyn,119,1,20,1.11,8,340
2,Brooklyn,125,2,79,1.07,1,49
2,Brooklyn,75,2,4,0.15,2,274
2,Brooklyn,55,1,12,1.49,1,89
2,Brooklyn,63,2,24,1.63,1,68
2,Brooklyn,65,5,0,,1,0
2,Brooklyn,150,1,14,0.24,1,285
2,Brooklyn,90,1,1,0.04,1,0
2,Brooklyn,145,1,14,2.96,1,172
2,Brooklyn,68,2,31,2.28,2,134
2,Brooklyn,39,1,13,7.36,1,0
2,Brooklyn,125,1,2,0.13,1,0
2,Brooklyn,100,4,4,1.03,2,36
2,Brooklyn,125,2,0,,2,1
2,Brooklyn,60,4,0,,1,61
2,Brooklyn,120,1,0,,1,0
2,Brooklyn,50,1,1,0.07,1,0
2,Brooklyn,135,3,2,0.07,1,0
2,Brooklyn,228,1,0,,1,0
2,Brooklyn,130,2,0,,1,0
2,Brooklyn,115,1,12,1.91,2,0
2,Brooklyn,49,14,0,,1,0
2,Brooklyn,100,1,61,7.85,1,122
2,Brooklyn,150,1,3,0.12,1,365
2,Brooklyn,80,7,5,0.18,1,268
2,Brooklyn,65,1,36,0.97,1,360
2,Brooklyn,49,1,16,0.62,1,0
2,Brooklyn,120,2,6,0.23,1,0
2,Brooklyn,380,2,0,,1,88
2,Brooklyn,110,4,27,0.44,1,91
2,Brooklyn,80,1,2,0.13,1,0
2,Brooklyn,149,3,16,0.47,1,38
2,Brooklyn,75,7,14,0.36,3,333
2,Brooklyn,199,3,41,0.66,28,346
2,Brooklyn,225,2,41,0.62,1,165
2,Brooklyn,95,1,0,,1,0
2,Brooklyn,45,1,49,7.07,1,281
2,Brooklyn,55,5,0,,1,0
2,Brooklyn,104,5,0,,1,0
2,Brooklyn,310,2,1,1,1,215
2,Brooklyn,140,2,0,,1,0
2,Brooklyn,165,17,0,,1,0
2,Brooklyn,160,3,19,1.4,1,334
2,Brooklyn,60,2,0,,1,46
2,Brooklyn,150,2,0,,1,0
2,Brooklyn,75,2,0,,1,0
2,Brooklyn,199,1,28,0.41,28,350
2,Brooklyn,119,1,1,0.05,15,365
2,Brooklyn,250,2,0,,1,0
2,Brooklyn,65,15,1,0.07,1,0
2,Brooklyn,80,1,2,0.11,1,0
2,Brooklyn,65,30,2,0.24,4,213
2,Brooklyn,98,3,2,0.22,1,269
2,Brooklyn,184,2,0,,1,0
2,Brooklyn,135,3,4,0.09,1,345
2,Brooklyn,59,30,1,0.32,1,293
2,Brooklyn,49,1,0,,1,0
2,Brooklyn,250,3,38,2.64,1,131
2,Brooklyn,110,4,2,0.16,1,0
2,Brooklyn,150,7,5,0.19,2,142
2,Brooklyn,99,1,6,0.28,15,365
2,Brooklyn,275,2,97,2.67,2,105
2,Brooklyn,100,2,2,0.3,5,24
2,Brooklyn,94,4,155,4.9,1,308
2,Brooklyn,75,3,0,,2,0
2,Brooklyn,57,1,10,0.43,2,0
2,Brooklyn,45,2,1,0.07,1,0
2,Brooklyn,50,1,25,2.8,7,16
2,Brooklyn,77,5,5,0.35,2,79
2,Brooklyn,150,2,8,0.27,1,0
2,Brooklyn,195,2,34,2.51,1,0
2,Brooklyn,115,4,2,0.81,1,9
2,Brooklyn,65,1,2,0.9,1,0
2,Brooklyn,50,2,7,1.17,2,24
2,Brooklyn,50,5,3,0.21,1,0
2,Brooklyn,83,2,52,3.26,2,101
2,Brooklyn,105,2,4,2.07,1,72
2,Brooklyn,110,3,0,,1,365
2,Brooklyn,61,1,8,1.94,2,61
2,Brooklyn,75,2,11,4.58,1,153
2,Brooklyn,50,2,11,0.23,2,0
2,Brooklyn,450,5,15,1.21,1,365
2,Brooklyn,90,1,10,2.97,2,168
2,Brooklyn,460,3,3,0.11,1,338
2,Brooklyn,107,1,4,0.39,1,184
2,Brooklyn,60,1,1,0.03,1,0
2,Brooklyn,140,2,3,0.2,1,0
2,Brooklyn,155,3,13,0.26,1,186
2,Brooklyn,112,2,1,1,1,274
2,Brooklyn,75,3,0,,1,0
2,Brooklyn,95,1,7,0.23,1,0
2,Brooklyn,83,2,2,0.05,1,0
2,Brooklyn,125,2,4,0.92,1,21
2,Brooklyn,149,2,33,1.93,2,274
2,Brooklyn,51,1,19,2.12,7,14
2,Brooklyn,95,4,1,0.04,1,0
2,Brooklyn,125,7,1,1,2,83
2,Brooklyn,70,2,1,0.06,1,0
2,Brooklyn,140,2,3,0.15,1,274
2,Brooklyn,256,2,0,,1,35
2,Brooklyn,144,4,3,2.09,3,19
2,Brooklyn,129,3,5,5,1,330
2,Brooklyn,115,1,1,0.05,2,0
2,Brooklyn,200,1,1,0.16,1,0
2,Brooklyn,40,2,20,2.24,7,196
2,Brooklyn,69,1,3,0.27,2,0
2,Brooklyn,185,5,5,0.55,1,60
2,Brooklyn,109,30,9,0.71,1,0
2,Brooklyn,115,21,2,0.14,1,21
2,Brooklyn,151,1,28,5.15,1,108
2,Brooklyn,133,2,12,0.81,1,0
2,Brooklyn,119,1,8,3,1,166
2,Brooklyn,100,1,0,,1,275
2,Brooklyn,150,6,2,0.16,1,0
2,Brooklyn,135,2,14,0.87,1,365
2,Brooklyn,40,2,2,2,2,0
2,Brooklyn,45,2,80,2.76,2,265
2,Brooklyn,75,3,32,2.97,2,329
2,Brooklyn,129,4,31,1.2,1,159
2,Brooklyn,130,2,24,1.93,1,303
2,Brooklyn,99,1,13,0.83,2,360
2,Brooklyn,399,1,1,0.03,1,365
2,Brooklyn,79,1,0,,1,0
2,Brooklyn,55,2,0,,2,109
2,Brooklyn,70,1,1,1,2,88
2,Brooklyn,68,2,14,1.52,3,170
2,Brooklyn,40,7,1,0.11,1,119
2,Brooklyn,60,2,0,,1,360
2,Brooklyn,49,5,3,0.72,1,180
2,Brooklyn,113,1,0,,1,179
2,Brooklyn,60,2,55,2.42,1,0
2,Brooklyn,70,2,23,1.08,3,169
2,Brooklyn,64,3,0,,3,0
2,Brooklyn,50,1,3,0.27,1,300
