AirBnB_Listings_Table_NYC
Borough_ID,Borough,Price,Min_Number_Nights_Booked,Total_Reviews,Reviews_Per_Month,Number_of_Listings,Annual_Availability_(Days)
3,Manhattan,87,1,74,8.1,2,91
3,Manhattan,37,1,0,,1,0
3,Manhattan,60,1,332,5.17,2,260
3,Manhattan,75,1,75,5.41,1,140
3,Manhattan,58,2,4,4,1,43
3,Manhattan,30,2,166,4.16,4,2
3,Manhattan,100,2,75,1.85,1,195
3,Manhattan,77,3,55,0.76,3,315
3,Manhattan,89,1,1,0.05,1,0
3,Manhattan,49,1,11,1.85,1,0
3,Manhattan,75,1,24,2.35,1,79
3,Manhattan,165,3,6,0.43,1,1
3,Manhattan,150,2,9,0.15,3,360
3,Manhattan,120,1,58,4.93,1,39
3,Manhattan,140,3,0,,4,89
3,Manhattan,95,2,11,0.67,3,210
3,Manhattan,60,1,159,3.41,1,344
3,Manhattan,139,3,36,2.84,4,273
3,Manhattan,49,2,67,4.83,2,39
3,Manhattan,125,2,17,3.23,1,153
3,Manhattan,125,3,15,3.75,2,69
3,Manhattan,135,1,0,,1,0
3,Manhattan,105,5,5,0.17,1,0
3,Manhattan,80,2,1,0.54,1,0
3,Manhattan,70,2,3,0.12,1,364
3,Manhattan,183,3,2,0.14,2,86
3,Manhattan,65,2,113,3.32,1,227
3,Manhattan,100,1,0,,2,0
3,Manhattan,850,1,0,,3,88
3,Manhattan,170,2,20,1.56,1,98
3,Manhattan,50,1,2,2,1,0
3,Manhattan,28,1,1,0.04,1,0
3,Manhattan,255,2,1,0.11,1,0
3,Manhattan,32,180,1,0.31,6,364
3,Manhattan,65,2,44,2.37,1,140
3,Manhattan,80,3,10,0.87,1,0
3,Manhattan,115,2,0,,2,0
3,Manhattan,140,5,0,,1,179
3,Manhattan,425,5,7,0.26,1,68
3,Manhattan,50,1,0,,1,1
3,Manhattan,65,1,0,,1,214
3,Manhattan,120,4,2,0.86,1,7
3,Manhattan,69,5,35,2.51,1,357
3,Manhattan,150,3,0,,3,335
3,Manhattan,69,2,162,4.15,2,316
3,Manhattan,75,2,26,3.33,4,127
3,Manhattan,175,5,18,0.66,2,3
3,Manhattan,100,1,1,0.04,5,0
3,Manhattan,65,3,74,1.89,1,168
3,Manhattan,60,1,6,0.28,1,0
3,Manhattan,79,2,3,3,1,14
3,Manhattan,115,1,1,0.04,1,0
3,Manhattan,90,2,23,0.83,1,3
3,Manhattan,105,1,58,1.62,1,353
3,Manhattan,100,3,2,0.09,1,0
3,Manhattan,55,1,1,0.07,2,0
3,Manhattan,125,5,0,,1,0
3,Manhattan,55,30,5,0.2,2,0
3,Manhattan,70,1,0,,1,0
3,Manhattan,153,1,25,1.76,1,354
3,Manhattan,155,1,3,1.61,1,7
3,Manhattan,100,3,3,0.97,1,32
3,Manhattan,129,1,70,4.47,2,113
3,Manhattan,150,2,1,0.11,1,60
3,Manhattan,65,2,44,2.58,2,329
3,Manhattan,170,4,0,,1,309
3,Manhattan,300,5,0,,5,0
3,Manhattan,99,10,45,0.84,1,83
3,Manhattan,140,1,38,1.36,1,212
3,Manhattan,110,3,1,0.36,1,0
3,Manhattan,100,1,0,,1,365
3,Manhattan,59,2,37,2.93,1,277
3,Manhattan,100,1,21,0.8,1,355
3,Manhattan,69,3,53,4.89,2,70
3,Manhattan,160,7,0,,1,365
3,Manhattan,60,2,15,6.72,2,325
3,Manhattan,150,1,2,0.03,1,0
3,Manhattan,35,2,14,0.66,1,0
3,Manhattan,74,4,2,0.34,1,358
3,Manhattan,50,2,2,0.06,1,331
3,Manhattan,60,2,48,2.96,2,305
3,Manhattan,99,1,19,0.79,1,0
3,Manhattan,150,3,4,0.31,1,0
3,Manhattan,145,3,58,1.5,1,0
3,Manhattan,58,1,106,3.6,3,317
3,Manhattan,95,3,9,0.27,1,0
3,Manhattan,55,4,93,1.26,1,194
3,Manhattan,150,2,22,0.61,1,269
3,Manhattan,55,1,44,5.79,4,281
3,Manhattan,80,7,2,0.28,4,0
3,Manhattan,59,2,3,3,1,85
3,Manhattan,50,20,5,0.32,2,313
3,Manhattan,370,5,9,1.53,1,54
3,Manhattan,58,2,4,2.79,1,1
3,Manhattan,325,4,36,0.93,1,50
3,Manhattan,60,10,10,0.26,1,365
3,Manhattan,80,5,0,,1,0
3,Manhattan,62,1,39,1.35,1,174
3,Manhattan,22,10,3,0.08,1,0
3,Manhattan,60,1,30,1.9,4,336
3,Manhattan,115,7,1,0.04,2,0
3,Manhattan,73,2,11,0.84,1,251
3,Manhattan,75,14,0,,1,275
3,Manhattan,55,2,12,0.67,1,0
3,Manhattan,135,2,7,0.29,2,0
3,Manhattan,99,2,9,0.56,3,354
3,Manhattan,96,2,0,,1,0
3,Manhattan,80,3,0,,1,365
3,Manhattan,70,2,29,4.89,2,149
3,Manhattan,65,2,16,0.71,1,186
3,Manhattan,993,3,78,1.82,1,45
3,Manhattan,131,3,5,0.19,1,12
3,Manhattan,90,10,0,,1,113
3,Manhattan,79,1,2,0.15,2,361
3,Manhattan,75,2,85,5.82,3,91
3,Manhattan,65,5,30,0.8,1,260
3,Manhattan,85,1,35,3.2,1,55
3,Manhattan,69,1,17,0.7,2,359
3,Manhattan,97,1,23,7.34,1,52
3,Manhattan,77,30,5,0.21,2,17
3,Manhattan,66,3,0,,1,0
3,Manhattan,72,2,7,0.51,4,321
3,Manhattan,95,2,19,1.65,3,356
3,Manhattan,80,3,2,0.05,2,120
3,Manhattan,60,1,31,2.53,1,126
3,Manhattan,75,1,6,3.75,1,119
3,Manhattan,45,1,15,0.72,1,0
3,Manhattan,150,2,8,1.3,1,0
3,Manhattan,60,3,2,0.21,1,0
3,Manhattan,56,1,7,0.24,1,0
3,Manhattan,225,4,5,5,1,280
3,Manhattan,30,1,2,0.47,1,0
3,Manhattan,93,2,2,0.2,1,29
3,Manhattan,59,5,0,,2,0
3,Manhattan,60,3,1,0.51,1,0
3,Manhattan,57,20,3,0.21,2,125
3,Manhattan,49,2,27,5.19,1,334
3,Manhattan,60,7,1,0.57,1,30
3,Manhattan,80,3,4,0.08,4,88
3,Manhattan,79,5,0,,2,10
3,Manhattan,200,3,4,3.53,1,121
3,Manhattan,66,2,95,2.6,1,343
3,Manhattan,120,1,56,5.15,4,125
3,Manhattan,69,2,0,,1,0
3,Manhattan,70,1,5,0.13,1,0
3,Manhattan,205,8,1,0.16,1,47
3,Manhattan,80,1,3,0.36,2,361
3,Manhattan,90,2,0,,1,67
3,Manhattan,105,2,4,1.4,7,65
3,Manhattan,46,3,30,4,2,94
3,Manhattan,70,3,69,2.86,2,325
3,Manhattan,145,2,18,1.37,1,0
3,Manhattan,87,3,0,,1,3
3,Manhattan,49,2,65,4.3,1,306
3,Manhattan,215,3,22,0.58,1,315
3,Manhattan,90,1,0,,2,171
3,Manhattan,145,4,79,2.03,1,317
3,Manhattan,46,1,2,0.14,2,0
3,Manhattan,225,2,5,1,7,360
3,Manhattan,150,1,0,,1,364
3,Manhattan,39,1,2,0.14,1,0
3,Manhattan,60,3,0,,1,0
3,Manhattan,70,1,119,3.84,1,336
3,Manhattan,135,1,68,4.4,1,344
3,Manhattan,249,3,52,2.44,1,338
3,Manhattan,53,2,19,0.71,2,0
3,Manhattan,250,1,0,,3,323
3,Manhattan,152,3,5,1.09,1,216
3,Manhattan,95,1,2,0.06,1,0
3,Manhattan,35,1,0,,1,0
3,Manhattan,72,2,12,0.69,1,0
3,Manhattan,150,3,1,0.05,3,0
3,Manhattan,90,1,19,1.34,1,153
3,Manhattan,90,3,4,0.25,2,304
3,Manhattan,150,1,21,6.18,1,122
3,Manhattan,50,3,1,1,1,4
3,Manhattan,85,2,168,3.15,2,185
3,Manhattan,98,2,97,2.28,1,338
3,Manhattan,100,3,4,0.14,1,0
3,Manhattan,76,10,13,1,1,43
3,Manhattan,59,4,13,2.73,1,0
3,Manhattan,50,1,37,1.3,1,0
3,Manhattan,74,1,54,3.92,3,26
3,Manhattan,100,6,15,0.58,1,86
3,Manhattan,75,1,1,0.03,2,321
3,Manhattan,88,2,109,2.95,1,297
3,Manhattan,70,1,28,0.44,3,365
3,Manhattan,75,1,24,0.38,3,361
3,Manhattan,120,30,27,0.38,1,363
3,Manhattan,225,1,1,0.05,1,365
3,Manhattan,68,1,2,2,1,86
3,Manhattan,450,1,0,,1,365
3,Manhattan,69,3,91,1.83,2,307
3,Manhattan,102,2,4,2.03,1,0
3,Manhattan,75,2,0,,1,0
3,Manhattan,100,1,4,0.12,1,210
3,Manhattan,125,2,8,1.33,1,0
3,Manhattan,65,1,9,5.87,1,317
3,Manhattan,120,1,26,0.75,3,358
3,Manhattan,175,3,89,1.6,1,308
3,Manhattan,50,3,8,0.24,1,0
3,Manhattan,199,1,0,,1,0
3,Manhattan,109,3,1,0.04,1,0
3,Manhattan,100,1,16,0.73,3,332
3,Manhattan,85,4,57,3.2,1,67
3,Manhattan,105,2,157,7.36,3,53
3,Manhattan,66,2,15,3.26,1,5
3,Manhattan,170,3,1,0.04,1,0
3,Manhattan,120,2,13,0.61,1,8
3,Manhattan,60,1,8,4.62,1,0
3,Manhattan,92,2,0,,1,0
3,Manhattan,85,3,31,1.67,1,142
3,Manhattan,225,1,1,0.08,1,364
3,Manhattan,75,2,3,1.23,3,299
3,Manhattan,155,2,4,4,1,142
3,Manhattan,102,4,18,1.05,1,1
3,Manhattan,150,1,28,2.83,1,289
3,Manhattan,43,1,4,2.14,1,0
3,Manhattan,45,1,4,4,2,6
3,Manhattan,50,3,2,0.12,1,0
3,Manhattan,59,2,33,4.11,4,115
3,Manhattan,90,2,49,2.18,1,51
3,Manhattan,72,1,3,1.23,1,1
3,Manhattan,140,2,2,0.07,1,0
3,Manhattan,75,1,3,0.13,3,353
3,Manhattan,150,3,146,3.41,2,266
3,Manhattan,85,4,0,,2,0
3,Manhattan,95,1,2,0.14,1,0
3,Manhattan,80,5,1,0.33,1,0
3,Manhattan,150,2,2,2,4,358
3,Manhattan,49,15,7,0.51,2,291
3,Manhattan,35,21,0,,1,8
3,Manhattan,40,1,2,0.07,1,0
3,Manhattan,185,3,10,0.46,1,0
3,Manhattan,150,2,0,,4,359
3,Manhattan,113,7,30,0.49,1,58
3,Manhattan,200,1,0,,1,0
3,Manhattan,125,2,44,3.17,1,49
3,Manhattan,300,2,0,,4,358
3,Manhattan,75,1,5,0.33,1,0
3,Manhattan,80,2,115,4.07,2,267
3,Manhattan,80,1,0,,1,0
3,Manhattan,130,2,2,2,1,13
3,Manhattan,30,7,0,,1,0
3,Manhattan,200,2,1,0.37,5,353
3,Manhattan,85,1,3,0.33,1,0
3,Manhattan,60,3,4,0.81,1,0
3,Manhattan,70,1,4,0.26,1,0
3,Manhattan,50,2,15,1.05,2,325
3,Manhattan,50,1,121,3.3,2,333
3,Manhattan,180,1,1,0.12,1,89
3,Manhattan,120,3,39,2.28,1,102
3,Manhattan,165,3,30,0.35,3,293
3,Manhattan,70,1,0,,3,61
3,Manhattan,71,2,132,3.74,3,17
3,Manhattan,50,1,0,,1,152
3,Manhattan,70,1,10,0.42,8,320
3,Manhattan,120,2,7,3.23,1,82
3,Manhattan,140,14,2,0.25,1,14
3,Manhattan,170,2,137,1.84,1,341
3,Manhattan,600,2,29,2.62,1,284
3,Manhattan,25,1,0,,1,0
3,Manhattan,60,1,9,2.01,1,340
3,Manhattan,65,5,10,2.04,1,50
3,Manhattan,225,1,5,0.15,1,0
3,Manhattan,125,3,1,1,1,77
3,Manhattan,36,2,8,2.47,1,0
3,Manhattan,58,2,11,0.65,1,0
3,Manhattan,200,1,8,0.21,1,180
3,Manhattan,295,3,32,1.31,2,0
3,Manhattan,85,3,78,1.85,1,73
3,Manhattan,199,2,71,0.96,1,9
3,Manhattan,210,3,1,0.11,2,0
3,Manhattan,57,1,6,0.49,2,0
3,Manhattan,150,1,139,6.24,1,265
3,Manhattan,300,5,60,1.79,3,292
3,Manhattan,85,2,31,1.95,1,59
3,Manhattan,75,14,65,1.02,1,69
3,Manhattan,100,3,0,,1,121
3,Manhattan,80,1,25,0.73,1,1
3,Manhattan,60,3,2,1.13,1,0
3,Manhattan,80,3,2,0.06,1,0
3,Manhattan,193,2,2,0.43,1,1
3,Manhattan,110,5,13,0.52,1,326
3,Manhattan,35,3,0,,1,0
3,Manhattan,185,1,0,,1,0
3,Manhattan,90,7,1,0.05,1,363
3,Manhattan,70,1,36,3.11,3,155
3,Manhattan,70,1,1,0.05,1,0
3,Manhattan,52,1,60,5.5,6,327
3,Manhattan,110,2,43,4.33,1,37
3,Manhattan,45,2,7,0.25,1,0
3,Manhattan,140,4,4,0.15,2,0
3,Manhattan,25,1,7,1.06,2,3
3,Manhattan,120,2,79,2.2,2,30
3,Manhattan,116,2,52,2.34,1,40
3,Manhattan,95,3,0,,1,89
3,Manhattan,45,1,5,5,2,63
3,Manhattan,84,2,33,3.6,1,50
3,Manhattan,100,2,8,0.16,1,3
3,Manhattan,69,1,1,1,1,118
3,Manhattan,100,21,0,,1,0
3,Manhattan,150,2,10,0.4,1,225
3,Manhattan,60,2,1,0.71,1,321
3,Manhattan,149,6,2,0.07,1,0
3,Manhattan,225,1,0,,6,365
3,Manhattan,70,5,0,,1,305
3,Manhattan,65,1,2,0.05,2,0
3,Manhattan,57,25,0,,1,0
3,Manhattan,59,2,31,4.12,1,39
3,Manhattan,80,2,13,0.7,1,104
3,Manhattan,75,1,10,3.45,1,82
3,Manhattan,45,14,2,0.12,1,0
3,Manhattan,38,1,5,1.61,1,5
3,Manhattan,150,3,7,2.1,4,89
3,Manhattan,68,3,102,2.82,1,255
3,Manhattan,124,2,0,,7,72
3,Manhattan,175,3,81,1.74,1,132
3,Manhattan,89,2,0,,1,363
3,Manhattan,55,4,42,0.78,3,270
3,Manhattan,55,1,11,0.33,3,335
3,Manhattan,65,1,35,1.12,1,337
3,Manhattan,54,3,20,5.04,2,331
3,Manhattan,175,2,0,,1,0
3,Manhattan,85,2,0,,2,170
3,Manhattan,65,4,16,0.41,1,275
3,Manhattan,99,1,0,,1,0
3,Manhattan,275,30,6,0.09,6,304
3,Manhattan,350,30,5,0.08,6,332
3,Manhattan,100,1,4,0.17,1,87
3,Manhattan,199,3,11,3.4,1,109
3,Manhattan,85,4,80,3.18,2,134
3,Manhattan,99,1,117,3.07,1,316
3,Manhattan,45,1,0,,1,0
3,Manhattan,72,2,3,1.13,1,291
3,Manhattan,154,1,3,3,1,32
3,Manhattan,65,2,112,3.72,5,15
3,Manhattan,200,3,31,1.38,3,298
3,Manhattan,50,5,0,,1,0
3,Manhattan,60,2,0,,1,0
3,Manhattan,65,2,4,0.4,3,42
3,Manhattan,89,3,2,2,1,1
3,Manhattan,80,2,12,0.47,6,340
3,Manhattan,350,4,0,,1,244
3,Manhattan,104,1,4,0.25,1,0
3,Manhattan,115,3,31,0.79,1,315
3,Manhattan,99,1,0,,5,160
3,Manhattan,74,1,15,0.54,2,269
3,Manhattan,60,7,0,,1,0
3,Manhattan,72,10,29,1.02,2,21
3,Manhattan,55,1,3,0.2,1,0
3,Manhattan,80,2,45,4.58,2,301
3,Manhattan,120,1,3,0.11,1,0
3,Manhattan,129,3,102,4.26,2,261
3,Manhattan,119,7,143,1.65,1,261
3,Manhattan,99,1,225,2.9,1,257
3,Manhattan,120,1,3,1.02,1,0
3,Manhattan,95,3,13,0.45,1,0
3,Manhattan,140,3,19,0.28,1,323
3,Manhattan,69,1,2,0.1,5,172
3,Manhattan,259,3,29,1.77,1,140
3,Manhattan,125,1,0,,1,0
3,Manhattan,100,1,29,2.78,4,328
3,Manhattan,445,2,38,4.63,1,301
3,Manhattan,60,1,2,0.08,1,0
3,Manhattan,189,2,88,2.32,2,343
3,Manhattan,85,2,23,3.59,3,326
3,Manhattan,50,3,17,4.02,3,96
3,Manhattan,75,5,17,0.34,3,194
3,Manhattan,85,5,27,0.47,3,239
3,Manhattan,173,3,4,0.69,1,82
3,Manhattan,130,2,12,2.11,1,275
3,Manhattan,115,1,37,1.52,1,0
3,Manhattan,140,2,75,2.77,1,324
3,Manhattan,40,90,0,,1,347
3,Manhattan,60,3,25,2.27,1,273
3,Manhattan,99,2,0,,1,0
3,Manhattan,39,1,0,,1,0
3,Manhattan,120,3,0,,1,0
3,Manhattan,71,5,6,0.49,2,167
3,Manhattan,65,4,0,,4,338
3,Manhattan,30,8,1,0.05,1,0
3,Manhattan,69,1,9,9,1,43
3,Manhattan,50,2,13,0.35,3,217
3,Manhattan,200,5,0,,2,0
3,Manhattan,50,3,3,1.38,1,306
3,Manhattan,100,1,0,,2,0
3,Manhattan,120,2,19,1.45,1,28
3,Manhattan,85,3,17,3.7,2,20
3,Manhattan,299,4,3,0.06,1,365
3,Manhattan,120,4,89,2.76,1,53
3,Manhattan,201,1,45,3.02,2,220
3,Manhattan,199,2,82,1.65,2,311
3,Manhattan,230,3,26,1.46,3,290
3,Manhattan,150,2,24,2.38,1,136
3,Manhattan,120,2,0,,1,364
3,Manhattan,500,10,0,,1,0
3,Manhattan,200,5,8,0.63,1,357
3,Manhattan,65,4,0,,4,346
3,Manhattan,330,4,0,,4,138
3,Manhattan,65,1,2,0.12,1,7
3,Manhattan,64,2,27,5,3,44
3,Manhattan,75,4,0,,4,359
3,Manhattan,140,31,48,0.54,1,276
3,Manhattan,500,2,1,0.13,5,348
3,Manhattan,50,1,3,0.08,2,0
3,Manhattan,95,1,0,,1,365
3,Manhattan,95,7,2,0.05,2,365
3,Manhattan,95,1,0,,1,0
3,Manhattan,70,1,3,0.11,1,0
3,Manhattan,65,1,2,0.11,1,0
3,Manhattan,58,1,5,0.2,1,0
3,Manhattan,71,1,18,1.53,1,128
3,Manhattan,125,1,4,0.15,3,352
3,Manhattan,105,4,22,0.88,1,6
3,Manhattan,150,1,3,1.27,7,356
3,Manhattan,65,2,9,0.32,2,345
3,Manhattan,40,6,2,0.71,1,0
3,Manhattan,65,1,8,1.22,1,82
3,Manhattan,249,1,109,4.86,1,155
3,Manhattan,85,2,82,2.32,3,330
3,Manhattan,80,4,0,,4,360
3,Manhattan,80,4,2,0.09,1,0
3,Manhattan,150,2,0,,1,325
3,Manhattan,90,3,3,0.25,1,0
3,Manhattan,90,3,0,,1,0
3,Manhattan,128,3,4,2.55,1,309
3,Manhattan,200,7,5,0.17,1,0
3,Manhattan,36,1,2,1.54,2,0
3,Manhattan,50,2,28,0.68,1,0
3,Manhattan,98,1,2,0.15,1,337
3,Manhattan,175,3,0,,1,292
3,Manhattan,51,7,0,,1,338
3,Manhattan,125,5,1,0.79,1,0
3,Manhattan,70,2,5,0.54,3,72
3,Manhattan,90,3,53,3.96,2,30
3,Manhattan,160,5,3,0.27,2,161
3,Manhattan,53,2,1,1,1,133
3,Manhattan,147,2,5,0.53,1,5
3,Manhattan,55,3,2,0.09,2,0
3,Manhattan,79,3,38,0.69,1,337
3,Manhattan,120,15,0,,1,365
3,Manhattan,65,1,87,1.38,2,319
3,Manhattan,90,1,2,0.75,1,0
3,Manhattan,150,1,99,4.15,1,258
3,Manhattan,95,2,110,1.29,1,294
3,Manhattan,54,1,6,2.73,2,54
3,Manhattan,97,2,7,2.76,1,7
3,Manhattan,249,2,15,5.23,1,326
3,Manhattan,175,2,64,1.54,1,314
3,Manhattan,100,5,11,0.47,1,0
3,Manhattan,49,1,0,,1,0
3,Manhattan,72,1,37,4.05,1,0
3,Manhattan,42,2,3,0.18,1,0
3,Manhattan,140,1,4,0.25,3,365
3,Manhattan,34,30,56,1.43,1,311
3,Manhattan,69,3,47,4.7,2,137
3,Manhattan,52,1,0,,1,0
3,Manhattan,81,3,11,0.4,1,306
3,Manhattan,90,3,2,0.71,1,328
3,Manhattan,100,3,2,0.14,1,0
3,Manhattan,100,6,6,0.18,1,0
3,Manhattan,100,3,1,0.07,1,0
3,Manhattan,55,2,2,2,4,355
3,Manhattan,45,1,1,0.06,1,0
3,Manhattan,399,6,6,0.41,2,0
3,Manhattan,90,2,26,1.18,1,321
3,Manhattan,109,1,3,0.24,1,244
3,Manhattan,198,5,27,1.51,1,289
3,Manhattan,87,1,40,4.86,5,80
3,Manhattan,53,1,4,1.33,1,0
3,Manhattan,78,1,45,5.4,5,110
3,Manhattan,60,1,1,0.03,1,0
3,Manhattan,175,3,11,3.44,1,145
3,Manhattan,75,2,1,0.04,1,0
3,Manhattan,120,2,4,0.11,1,362
3,Manhattan,99,5,2,0.15,1,133
3,Manhattan,65,7,0,,1,0
3,Manhattan,95,2,5,0.21,1,0
3,Manhattan,145,5,15,0.8,1,186
3,Manhattan,70,1,13,1.42,2,310
3,Manhattan,65,3,1,1,1,164
3,Manhattan,65,1,74,2.21,1,0
3,Manhattan,250,5,34,2.28,1,301
3,Manhattan,350,6,1,0.53,1,141
3,Manhattan,60,1,1,0.37,1,285
3,Manhattan,88,1,38,0.92,1,37
3,Manhattan,55,2,12,1.79,2,82
3,Manhattan,200,1,21,1.51,1,315
3,Manhattan,115,2,0,,1,123
3,Manhattan,40,10,2,0.1,1,1
3,Manhattan,115,3,21,0.63,1,67
3,Manhattan,85,3,4,0.12,1,31
3,Manhattan,230,3,16,1.15,1,336
3,Manhattan,89,3,8,4.07,1,11
3,Manhattan,60,2,0,,1,0
3,Manhattan,70,2,1,0.06,2,0
3,Manhattan,80,1,6,0.16,1,365
3,Manhattan,290,3,47,2.12,1,334
3,Manhattan,57,2,4,0.61,7,90
3,Manhattan,70,2,17,2.85,1,26
3,Manhattan,175,2,1,0.37,1,1
3,Manhattan,125,1,0,,1,0
3,Manhattan,60,1,6,0.23,6,348
3,Manhattan,125,6,0,,1,67
3,Manhattan,80,3,9,0.83,1,0
3,Manhattan,40,2,2,0.34,2,87
3,Manhattan,75,2,0,,1,0
3,Manhattan,70,1,23,1.42,4,98
3,Manhattan,135,1,48,1.4,1,342
3,Manhattan,114,7,54,0.83,4,64
3,Manhattan,95,2,128,6,3,63
3,Manhattan,115,7,45,1.06,1,142
3,Manhattan,65,2,14,0.55,1,0
3,Manhattan,155,3,12,2.67,1,332
3,Manhattan,89,2,1,1,4,87
3,Manhattan,117,1,4,0.33,2,74
3,Manhattan,195,1,0,,1,0
3,Manhattan,29,16,32,1.56,2,33
3,Manhattan,100,4,90,2.15,1,197
3,Manhattan,58,1,110,3.78,1,13
3,Manhattan,155,4,40,3.31,4,188
3,Manhattan,87,7,7,0.4,1,63
3,Manhattan,70,2,0,,1,28
3,Manhattan,155,5,14,0.58,1,44
3,Manhattan,150,3,19,0.7,2,0
3,Manhattan,135,1,28,0.57,1,68
3,Manhattan,35,1,4,0.38,1,0
3,Manhattan,340,7,0,,2,8
3,Manhattan,195,4,84,1.63,1,279
3,Manhattan,250,3,0,,4,0
3,Manhattan,40,1,40,2.54,2,339
3,Manhattan,100,2,41,5.3,3,117
3,Manhattan,99,4,2,0.08,1,0
3,Manhattan,130,3,0,,2,0
3,Manhattan,120,1,0,,2,0
3,Manhattan,50,1,43,2.62,4,326
3,Manhattan,39,1,18,0.59,2,341
3,Manhattan,149,5,25,0.55,1,117
3,Manhattan,78,2,60,2.33,3,318
3,Manhattan,45,4,0,,3,146
3,Manhattan,200,3,0,,1,0
3,Manhattan,286,3,8,0.22,3,355
3,Manhattan,94,2,10,2.46,1,47
3,Manhattan,50,1,66,4.15,4,303
3,Manhattan,164,3,1,1,1,0
3,Manhattan,150,3,0,,1,0
3,Manhattan,32,7,0,,1,319
3,Manhattan,600,1,1,0.04,1,0
3,Manhattan,135,3,79,3.21,1,30
3,Manhattan,120,1,141,1.72,5,324
3,Manhattan,100,2,0,,1,0
3,Manhattan,81,1,19,1.26,1,0
3,Manhattan,100,3,0,,1,84
3,Manhattan,113,5,0,,1,0
3,Manhattan,175,1,3,3,1,306
3,Manhattan,198,3,19,2.07,1,46
3,Manhattan,350,6,36,1.21,1,89
3,Manhattan,78,7,25,1.64,1,0
3,Manhattan,20,1,27,1.41,1,133
3,Manhattan,55,4,0,,1,41
3,Manhattan,125,21,0,,1,0
3,Manhattan,69,2,6,2.4,1,0
3,Manhattan,100,1,5,5,1,118
3,Manhattan,90,1,2,0.1,1,0
3,Manhattan,250,2,57,1.97,2,323
3,Manhattan,100,1,25,1.79,1,349
3,Manhattan,79,7,27,1.74,1,153
3,Manhattan,75,1,0,,2,0
3,Manhattan,50,2,19,3.28,2,349
3,Manhattan,125,3,0,,1,0
3,Manhattan,120,1,0,,1,0
3,Manhattan,100,5,0,,1,20
3,Manhattan,675,5,12,0.46,3,288
3,Manhattan,124,3,49,2.91,1,292
3,Manhattan,92,1,50,1.73,1,241
3,Manhattan,50,2,2,2,2,361
3,Manhattan,40,7,25,0.61,3,285
3,Manhattan,200,1,48,0.84,1,365
3,Manhattan,75,1,1,0.05,1,0
3,Manhattan,78,5,0,,1,0
3,Manhattan,169,3,54,3.21,1,63
3,Manhattan,110,1,82,2.72,1,321
3,Manhattan,161,2,31,1.09,1,364
3,Manhattan,98,2,2,1,1,0
3,Manhattan,130,2,94,4.1,2,273
3,Manhattan,60,2,3,0.6,1,346
3,Manhattan,65,1,2,0.72,5,109
3,Manhattan,55,3,7,0.76,1,59
3,Manhattan,75,4,10,0.67,1,319
3,Manhattan,175,2,73,1.76,1,330
3,Manhattan,55,2,8,1.97,1,0
3,Manhattan,68,2,21,1.78,1,59
3,Manhattan,100,2,4,2.03,1,41
3,Manhattan,70,1,1,0.08,1,162
3,Manhattan,130,1,0,,4,353
3,Manhattan,175,2,27,1.41,8,47
3,Manhattan,75,2,111,7.55,3,88
3,Manhattan,80,1,4,0.09,2,0
3,Manhattan,375,2,2,0.08,1,0
3,Manhattan,90,1,2,0.53,1,47
3,Manhattan,135,2,4,1.52,7,64
3,Manhattan,52,7,0,,1,0
3,Manhattan,91,2,31,2.3,1,134
3,Manhattan,150,3,40,1.79,1,292
3,Manhattan,225,3,21,1.1,1,332
3,Manhattan,118,6,2,1.76,2,0
3,Manhattan,180,2,36,2.75,1,145
3,Manhattan,70,1,3,0.05,1,0
3,Manhattan,80,1,0,,4,350
3,Manhattan,110,2,4,4,1,0
3,Manhattan,100,1,2,2,1,11
3,Manhattan,130,3,2,1.11,1,0
3,Manhattan,60,1,0,,1,0
3,Manhattan,30,1,59,4.33,2,345
3,Manhattan,80,2,2,1.4,1,0
3,Manhattan,65,3,16,0.52,3,317
3,Manhattan,165,2,11,0.16,3,341
3,Manhattan,75,2,45,2.5,2,0
3,Manhattan,75,3,103,2.93,2,130
3,Manhattan,169,3,0,,1,14
3,Manhattan,60,1,0,,1,0
3,Manhattan,80,1,1,0.04,1,0
3,Manhattan,249,2,4,0.29,6,365
3,Manhattan,50,2,28,3.39,2,329
3,Manhattan,350,3,64,1.14,2,126
3,Manhattan,60,7,0,,1,0
3,Manhattan,125,1,11,0.15,1,364
3,Manhattan,175,1,0,,1,36
3,Manhattan,150,1,0,,1,365
3,Manhattan,45,4,9,0.66,4,271
3,Manhattan,45,7,15,0.88,6,84
3,Manhattan,200,2,14,0.49,1,169
3,Manhattan,179,1,22,6.6,2,264
3,Manhattan,99,1,113,5.02,2,316
3,Manhattan,100,1,5,2.03,2,5
3,Manhattan,65,2,23,1.57,1,30
3,Manhattan,120,14,16,0.37,1,30
3,Manhattan,70,1,42,2.57,5,7
3,Manhattan,100,2,23,2.96,1,0
3,Manhattan,125,1,24,0.45,1,324
3,Manhattan,49,3,11,0.28,4,333
3,Manhattan,65,1,0,,2,0
3,Manhattan,60,2,5,2.24,1,284
3,Manhattan,52,1,6,2.65,1,0
3,Manhattan,249,2,32,2.73,1,198
3,Manhattan,49,1,0,,1,0
3,Manhattan,65,1,68,2.64,4,337
3,Manhattan,75,1,65,3.03,2,15
3,Manhattan,122,2,1,0.06,1,0
3,Manhattan,150,1,0,,1,365
3,Manhattan,50,2,0,,2,90
