,City_name,Name,Review,Service_name,Type
325,QUEENS,Vacilon Bar Lounge,5.0,Nightlife," Hookah Bars, Lounges "
326,QUEENS,Hydra Lounge,4.5,Nightlife, Lounges 
327,QUEENS,Elevate Sky Lounge,5.0,Nightlife," Dance Clubs, Cocktail Bars "
328,QUEENS,LivePlayLove,4.5,Nightlife," Cocktail Bars, Tapas/Small Plates, Hookah Bars "
329,QUEENS,C Bar & Lounge,4.0,Nightlife," Lounges, Pool Halls, Hookah Bars "
330,QUEENS,M2 Lounge & Billiards,4.5,Nightlife," Bars, Cuban "
331,QUEENS,Mojitos,4.0,Nightlife," Lounges, Karaoke, Sports Bars "
332,QUEENS,Cali Red Lounge,3.5,Nightlife," Lounges, Tapas Bars, Cocktail Bars "
333,QUEENS,Amaru Pisco bar,3.5,Nightlife, Lounges 
334,QUEENS,Platinum Lounge,5.0,Nightlife," Hookah Bars, Lounges, Indian "
335,QUEENS,Taj Village,4.5,Nightlife," Cocktail Bars, Music Venues "
336,QUEENS,Meet Cuisine & Bar,1.5,Nightlife," Lounges, Dance Clubs "
337,QUEENS,SL Lounge,4.5,Nightlife," Music Venues, Lounges, Colombian "
338,QUEENS,D’Antigua Lounge,4.0,Nightlife, Lounges 
339,QUEENS,A+ Roof Bar,4.5,Nightlife," Lounges, Hookah Bars "
340,QUEENS,Desert Rain Lounge,4.5,Nightlife, Lounges 
341,QUEENS,Blend Lounge NY,4.0,Nightlife," Lounges, Cocktail Bars, Venues & Event Spaces "
342,QUEENS,Leaf Bar & Lounge,4.5,Nightlife," Cocktail Bars, Lounges, Wine Bars "
343,QUEENS,La Sala,4.0,Nightlife," Lounges, Cocktail Bars "
344,QUEENS,Rooftop 93,2.5,Nightlife," Lounges, Music Venues, Chicken Wings "
345,QUEENS,Sorry Not Sorry,4.5,Nightlife," Hookah Bars, Desserts, Lounges "
346,QUEENS,Sugar N Coal,3.5,Nightlife, Lounges 
347,QUEENS,Playboy Club NYC,5.0,Nightlife, Dive Bars 
348,QUEENS,Luv Story Bar,5.0,Nightlife," Bars, Comfort Food "
349,QUEENS,3308 Eats n’ Drinks,5.0,Nightlife," Dance Clubs, Lounges "
350,QUEENS,City View Ultra Lounge,4.0,Nightlife," Dance Clubs, Sports Bars, Lounges "
351,QUEENS,Tavern Lounge,2.0,Nightlife, Dance Clubs 
352,QUEENS,La Boom,2.0,Nightlife, Lounges 
353,QUEENS,F Lit,3.5,Nightlife," Lounges, American (Traditional) "
354,QUEENS,Tropix Bar & Lounge,5.0,Nightlife," Lounges, Hookah Bars "
355,QUEENS,Vacilon Bar Lounge,5.0,Nightlife," Hookah Bars, Lounges "
356,QUEENS,Hydra Lounge,4.5,Nightlife, Lounges 
357,QUEENS,Elevate Sky Lounge,5.0,Nightlife," Dance Clubs, Cocktail Bars "
358,QUEENS,LivePlayLove,4.5,Nightlife," Cocktail Bars, Tapas/Small Plates, Hookah Bars "
359,QUEENS,C Bar & Lounge,4.0,Nightlife," Lounges, Pool Halls, Hookah Bars "
360,QUEENS,M2 Lounge & Billiards,4.5,Nightlife," Bars, Cuban "
361,QUEENS,Mojitos,4.0,Nightlife," Lounges, Karaoke, Sports Bars "
362,QUEENS,Cali Red Lounge,3.5,Nightlife," Lounges, Tapas Bars, Cocktail Bars "
363,QUEENS,Amaru Pisco bar,3.5,Nightlife, Lounges 
364,QUEENS,Platinum Lounge,5.0,Nightlife," Hookah Bars, Lounges, Indian "
365,QUEENS,Taj Village,4.5,Nightlife," Cocktail Bars, Music Venues "
366,QUEENS,Meet Cuisine & Bar,1.5,Nightlife," Lounges, Dance Clubs "
367,QUEENS,SL Lounge,4.5,Nightlife," Music Venues, Lounges, Colombian "
368,QUEENS,D’Antigua Lounge,4.0,Nightlife, Lounges 
369,QUEENS,A+ Roof Bar,4.5,Nightlife," Lounges, Hookah Bars "
370,QUEENS,Desert Rain Lounge,4.5,Nightlife, Lounges 
371,QUEENS,Blend Lounge NY,4.0,Nightlife," Lounges, Cocktail Bars, Venues & Event Spaces "
372,QUEENS,Leaf Bar & Lounge,4.5,Nightlife," Cocktail Bars, Lounges, Wine Bars "
373,QUEENS,La Sala,4.0,Nightlife," Lounges, Cocktail Bars "
374,QUEENS,Rooftop 93,2.5,Nightlife," Lounges, Music Venues, Chicken Wings "
375,QUEENS,Sorry Not Sorry,4.5,Nightlife," Hookah Bars, Desserts, Lounges "
376,QUEENS,Sugar N Coal,3.5,Nightlife, Lounges 
377,QUEENS,Playboy Club NYC,5.0,Nightlife, Dive Bars 
378,QUEENS,Luv Story Bar,5.0,Nightlife," Bars, Comfort Food "
379,QUEENS,3308 Eats n’ Drinks,5.0,Nightlife," Dance Clubs, Lounges "
380,QUEENS,City View Ultra Lounge,4.0,Nightlife," Dance Clubs, Sports Bars, Lounges "
381,QUEENS,Tavern Lounge,2.0,Nightlife, Dance Clubs 
382,QUEENS,La Boom,2.0,Nightlife, Lounges 
383,QUEENS,F Lit,3.5,Nightlife," Lounges, American (Traditional) "
384,QUEENS,Tropix Bar & Lounge,5.0,Nightlife," Lounges, Hookah Bars "
385,QUEENS,Vacilon Bar Lounge,5.0,Nightlife," Hookah Bars, Lounges "
386,QUEENS,Hydra Lounge,4.5,Nightlife, Lounges 
387,QUEENS,Elevate Sky Lounge,5.0,Nightlife," Dance Clubs, Cocktail Bars "
388,QUEENS,LivePlayLove,4.5,Nightlife," Cocktail Bars, Tapas/Small Plates, Hookah Bars "
389,QUEENS,C Bar & Lounge,4.0,Nightlife," Lounges, Pool Halls, Hookah Bars "
390,QUEENS,M2 Lounge & Billiards,4.5,Nightlife," Bars, Cuban "
391,QUEENS,Mojitos,4.0,Nightlife," Lounges, Karaoke, Sports Bars "
392,QUEENS,Cali Red Lounge,3.5,Nightlife," Lounges, Tapas Bars, Cocktail Bars "
393,QUEENS,Amaru Pisco bar,3.5,Nightlife, Lounges 
394,QUEENS,Platinum Lounge,5.0,Nightlife," Hookah Bars, Lounges, Indian "
395,QUEENS,Taj Village,4.5,Nightlife," Cocktail Bars, Music Venues "
396,QUEENS,Meet Cuisine & Bar,1.5,Nightlife," Lounges, Dance Clubs "
397,QUEENS,SL Lounge,4.5,Nightlife," Music Venues, Lounges, Colombian "
398,QUEENS,D’Antigua Lounge,4.0,Nightlife, Lounges 
399,QUEENS,A+ Roof Bar,4.5,Nightlife," Lounges, Hookah Bars "
400,QUEENS,Desert Rain Lounge,4.5,Nightlife, Lounges 
401,QUEENS,Blend Lounge NY,4.0,Nightlife," Lounges, Cocktail Bars, Venues & Event Spaces "
402,QUEENS,Leaf Bar & Lounge,4.5,Nightlife," Cocktail Bars, Lounges, Wine Bars "
403,QUEENS,La Sala,4.0,Nightlife," Lounges, Cocktail Bars "
404,QUEENS,Rooftop 93,2.5,Nightlife," Lounges, Music Venues, Chicken Wings "
405,QUEENS,Sorry Not Sorry,4.5,Nightlife," Hookah Bars, Desserts, Lounges "
406,QUEENS,Sugar N Coal,3.5,Nightlife, Lounges 
407,QUEENS,Playboy Club NYC,5.0,Nightlife, Dive Bars 
408,QUEENS,Luv Story Bar,5.0,Nightlife," Bars, Comfort Food "
409,QUEENS,3308 Eats n’ Drinks,5.0,Nightlife," Dance Clubs, Lounges "
410,QUEENS,City View Ultra Lounge,4.0,Nightlife," Dance Clubs, Sports Bars, Lounges "
411,QUEENS,Tavern Lounge,2.0,Nightlife, Dance Clubs 
412,QUEENS,La Boom,2.0,Nightlife, Lounges 
413,QUEENS,F Lit,3.5,Nightlife," Lounges, American (Traditional) "
414,QUEENS,Tropix Bar & Lounge,5.0,Nightlife," Lounges, Hookah Bars "
415,QUEENS,Vacilon Bar Lounge,5.0,Nightlife," Hookah Bars, Lounges "
416,QUEENS,Hydra Lounge,4.5,Nightlife, Lounges 
417,QUEENS,Elevate Sky Lounge,5.0,Nightlife," Dance Clubs, Cocktail Bars "
418,QUEENS,LivePlayLove,4.5,Nightlife," Cocktail Bars, Tapas/Small Plates, Hookah Bars "
419,QUEENS,C Bar & Lounge,4.0,Nightlife," Lounges, Pool Halls, Hookah Bars "
420,QUEENS,M2 Lounge & Billiards,4.5,Nightlife," Bars, Cuban "
421,QUEENS,Mojitos,4.0,Nightlife," Lounges, Karaoke, Sports Bars "
422,QUEENS,Cali Red Lounge,3.5,Nightlife," Lounges, Tapas Bars, Cocktail Bars "
423,QUEENS,Amaru Pisco bar,3.5,Nightlife, Lounges 
424,QUEENS,Platinum Lounge,5.0,Nightlife," Hookah Bars, Lounges, Indian "
425,QUEENS,Taj Village,4.5,Nightlife," Cocktail Bars, Music Venues "
426,QUEENS,Meet Cuisine & Bar,1.5,Nightlife," Lounges, Dance Clubs "
427,QUEENS,SL Lounge,4.5,Nightlife," Music Venues, Lounges, Colombian "
428,QUEENS,D’Antigua Lounge,4.0,Nightlife, Lounges 
429,QUEENS,A+ Roof Bar,4.5,Nightlife," Lounges, Hookah Bars "
430,QUEENS,Desert Rain Lounge,4.5,Nightlife, Lounges 
431,QUEENS,Blend Lounge NY,4.0,Nightlife," Lounges, Cocktail Bars, Venues & Event Spaces "
432,QUEENS,Leaf Bar & Lounge,4.5,Nightlife," Cocktail Bars, Lounges, Wine Bars "
433,QUEENS,La Sala,4.0,Nightlife," Lounges, Cocktail Bars "
434,QUEENS,Rooftop 93,2.5,Nightlife," Lounges, Music Venues, Chicken Wings "
435,QUEENS,Sorry Not Sorry,4.5,Nightlife," Hookah Bars, Desserts, Lounges "
436,QUEENS,Sugar N Coal,3.5,Nightlife, Lounges 
437,QUEENS,Playboy Club NYC,5.0,Nightlife, Dive Bars 
438,QUEENS,Luv Story Bar,5.0,Nightlife," Bars, Comfort Food "
439,QUEENS,3308 Eats n’ Drinks,5.0,Nightlife," Dance Clubs, Lounges "
440,QUEENS,City View Ultra Lounge,4.0,Nightlife," Dance Clubs, Sports Bars, Lounges "
441,QUEENS,Tavern Lounge,2.0,Nightlife, Dance Clubs 
442,QUEENS,La Boom,2.0,Nightlife, Lounges 
443,QUEENS,F Lit,3.5,Nightlife," Lounges, American (Traditional) "
444,QUEENS,Tropix Bar & Lounge,5.0,Nightlife," Lounges, Hookah Bars "
445,QUEENS,Vacilon Bar Lounge,5.0,Nightlife," Hookah Bars, Lounges "
446,QUEENS,Hydra Lounge,4.5,Nightlife, Lounges 
447,QUEENS,Elevate Sky Lounge,5.0,Nightlife," Dance Clubs, Cocktail Bars "
448,QUEENS,LivePlayLove,4.5,Nightlife," Cocktail Bars, Tapas/Small Plates, Hookah Bars "
449,QUEENS,C Bar & Lounge,4.0,Nightlife," Lounges, Pool Halls, Hookah Bars "
450,QUEENS,M2 Lounge & Billiards,4.5,Nightlife," Bars, Cuban "
451,QUEENS,Mojitos,4.0,Nightlife," Lounges, Karaoke, Sports Bars "
452,QUEENS,Cali Red Lounge,3.5,Nightlife," Lounges, Tapas Bars, Cocktail Bars "
453,QUEENS,Amaru Pisco bar,3.5,Nightlife, Lounges 
454,QUEENS,Platinum Lounge,5.0,Nightlife," Hookah Bars, Lounges, Indian "
455,QUEENS,Taj Village,4.5,Nightlife," Cocktail Bars, Music Venues "
456,QUEENS,Meet Cuisine & Bar,1.5,Nightlife," Lounges, Dance Clubs "
457,QUEENS,SL Lounge,4.5,Nightlife," Music Venues, Lounges, Colombian "
458,QUEENS,D’Antigua Lounge,4.0,Nightlife, Lounges 
459,QUEENS,A+ Roof Bar,4.5,Nightlife," Lounges, Hookah Bars "
460,QUEENS,Desert Rain Lounge,4.5,Nightlife, Lounges 
461,QUEENS,Blend Lounge NY,4.0,Nightlife," Lounges, Cocktail Bars, Venues & Event Spaces "
462,QUEENS,Leaf Bar & Lounge,4.5,Nightlife," Cocktail Bars, Lounges, Wine Bars "
463,QUEENS,La Sala,4.0,Nightlife," Lounges, Cocktail Bars "
464,QUEENS,Rooftop 93,2.5,Nightlife," Lounges, Music Venues, Chicken Wings "
465,QUEENS,Sorry Not Sorry,4.5,Nightlife," Hookah Bars, Desserts, Lounges "
466,QUEENS,Sugar N Coal,3.5,Nightlife, Lounges 
467,QUEENS,Playboy Club NYC,5.0,Nightlife, Dive Bars 
468,QUEENS,Luv Story Bar,5.0,Nightlife," Bars, Comfort Food "
469,QUEENS,3308 Eats n’ Drinks,5.0,Nightlife," Dance Clubs, Lounges "
470,QUEENS,City View Ultra Lounge,4.0,Nightlife," Dance Clubs, Sports Bars, Lounges "
471,QUEENS,Tavern Lounge,2.0,Nightlife, Dance Clubs 
472,QUEENS,La Boom,2.0,Nightlife, Lounges 
473,QUEENS,F Lit,3.5,Nightlife," Lounges, American (Traditional) "
474,QUEENS,Tropix Bar & Lounge,5.0,Nightlife," Lounges, Hookah Bars "
475,QUEENS,Vacilon Bar Lounge,5.0,Nightlife," Hookah Bars, Lounges "
476,QUEENS,Hydra Lounge,4.5,Nightlife, Lounges 
477,QUEENS,Elevate Sky Lounge,5.0,Nightlife," Dance Clubs, Cocktail Bars "
478,QUEENS,LivePlayLove,4.5,Nightlife," Cocktail Bars, Tapas/Small Plates, Hookah Bars "
479,QUEENS,C Bar & Lounge,4.0,Nightlife," Lounges, Pool Halls, Hookah Bars "
480,QUEENS,M2 Lounge & Billiards,4.5,Nightlife," Bars, Cuban "
481,QUEENS,Mojitos,4.0,Nightlife," Lounges, Karaoke, Sports Bars "
482,QUEENS,Cali Red Lounge,3.5,Nightlife," Lounges, Tapas Bars, Cocktail Bars "
483,QUEENS,Amaru Pisco bar,3.5,Nightlife, Lounges 
484,QUEENS,Platinum Lounge,5.0,Nightlife," Hookah Bars, Lounges, Indian "
485,QUEENS,Taj Village,4.5,Nightlife," Cocktail Bars, Music Venues "
486,QUEENS,Meet Cuisine & Bar,1.5,Nightlife," Lounges, Dance Clubs "
487,QUEENS,SL Lounge,4.5,Nightlife," Music Venues, Lounges, Colombian "
488,QUEENS,D’Antigua Lounge,4.0,Nightlife, Lounges 
489,QUEENS,A+ Roof Bar,4.5,Nightlife," Lounges, Hookah Bars "
490,QUEENS,Desert Rain Lounge,4.5,Nightlife, Lounges 
491,QUEENS,Blend Lounge NY,4.0,Nightlife," Lounges, Cocktail Bars, Venues & Event Spaces "
492,QUEENS,Leaf Bar & Lounge,4.5,Nightlife," Cocktail Bars, Lounges, Wine Bars "
493,QUEENS,La Sala,4.0,Nightlife," Lounges, Cocktail Bars "
494,QUEENS,Rooftop 93,2.5,Nightlife," Lounges, Music Venues, Chicken Wings "
495,QUEENS,Sorry Not Sorry,4.5,Nightlife," Hookah Bars, Desserts, Lounges "
496,QUEENS,Sugar N Coal,3.5,Nightlife, Lounges 
497,QUEENS,Playboy Club NYC,5.0,Nightlife, Dive Bars 
498,QUEENS,Luv Story Bar,5.0,Nightlife," Bars, Comfort Food "
499,QUEENS,3308 Eats n’ Drinks,5.0,Nightlife," Dance Clubs, Lounges "
500,QUEENS,City View Ultra Lounge,4.0,Nightlife," Dance Clubs, Sports Bars, Lounges "
501,QUEENS,Tavern Lounge,2.0,Nightlife, Dance Clubs 
502,QUEENS,La Boom,2.0,Nightlife, Lounges 
503,QUEENS,F Lit,3.5,Nightlife," Lounges, American (Traditional) "
504,QUEENS,Tropix Bar & Lounge,5.0,Nightlife," Lounges, Hookah Bars "
505,QUEENS,Vacilon Bar Lounge,5.0,Nightlife," Hookah Bars, Lounges "
506,QUEENS,Hydra Lounge,4.5,Nightlife, Lounges 
507,QUEENS,Elevate Sky Lounge,5.0,Nightlife," Dance Clubs, Cocktail Bars "
508,QUEENS,LivePlayLove,4.5,Nightlife," Cocktail Bars, Tapas/Small Plates, Hookah Bars "
509,QUEENS,C Bar & Lounge,4.0,Nightlife," Lounges, Pool Halls, Hookah Bars "
510,QUEENS,M2 Lounge & Billiards,4.5,Nightlife," Bars, Cuban "
511,QUEENS,Mojitos,4.0,Nightlife," Lounges, Karaoke, Sports Bars "
512,QUEENS,Cali Red Lounge,3.5,Nightlife," Lounges, Tapas Bars, Cocktail Bars "
513,QUEENS,Amaru Pisco bar,3.5,Nightlife, Lounges 
514,QUEENS,Platinum Lounge,5.0,Nightlife," Hookah Bars, Lounges, Indian "
515,QUEENS,Taj Village,4.5,Nightlife," Cocktail Bars, Music Venues "
516,QUEENS,Meet Cuisine & Bar,1.5,Nightlife," Lounges, Dance Clubs "
517,QUEENS,SL Lounge,4.5,Nightlife," Music Venues, Lounges, Colombian "
518,QUEENS,D’Antigua Lounge,4.0,Nightlife, Lounges 
519,QUEENS,A+ Roof Bar,4.5,Nightlife," Lounges, Hookah Bars "
520,QUEENS,Desert Rain Lounge,4.5,Nightlife, Lounges 
521,QUEENS,Blend Lounge NY,4.0,Nightlife," Lounges, Cocktail Bars, Venues & Event Spaces "
522,QUEENS,Leaf Bar & Lounge,4.5,Nightlife," Cocktail Bars, Lounges, Wine Bars "
523,QUEENS,La Sala,4.0,Nightlife," Lounges, Cocktail Bars "
524,QUEENS,Rooftop 93,2.5,Nightlife," Lounges, Music Venues, Chicken Wings "
525,QUEENS,Sorry Not Sorry,4.5,Nightlife," Hookah Bars, Desserts, Lounges "
526,QUEENS,Sugar N Coal,3.5,Nightlife, Lounges 
527,QUEENS,Playboy Club NYC,5.0,Nightlife, Dive Bars 
528,QUEENS,Luv Story Bar,5.0,Nightlife," Bars, Comfort Food "
529,QUEENS,3308 Eats n’ Drinks,5.0,Nightlife," Dance Clubs, Lounges "
530,QUEENS,City View Ultra Lounge,4.0,Nightlife," Dance Clubs, Sports Bars, Lounges "
531,QUEENS,Tavern Lounge,2.0,Nightlife, Dance Clubs 
532,QUEENS,La Boom,2.0,Nightlife, Lounges 
533,QUEENS,F Lit,3.5,Nightlife," Lounges, American (Traditional) "
534,QUEENS,Tropix Bar & Lounge,5.0,Nightlife," Lounges, Hookah Bars "
535,QUEENS,Vacilon Bar Lounge,5.0,Nightlife," Hookah Bars, Lounges "
536,QUEENS,Hydra Lounge,4.5,Nightlife, Lounges 
537,QUEENS,Elevate Sky Lounge,5.0,Nightlife," Dance Clubs, Cocktail Bars "
538,QUEENS,LivePlayLove,4.5,Nightlife," Cocktail Bars, Tapas/Small Plates, Hookah Bars "
539,QUEENS,C Bar & Lounge,4.0,Nightlife," Lounges, Pool Halls, Hookah Bars "
540,QUEENS,M2 Lounge & Billiards,4.5,Nightlife," Bars, Cuban "
541,QUEENS,Mojitos,4.0,Nightlife," Lounges, Karaoke, Sports Bars "
542,QUEENS,Cali Red Lounge,3.5,Nightlife," Lounges, Tapas Bars, Cocktail Bars "
543,QUEENS,Amaru Pisco bar,3.5,Nightlife, Lounges 
544,QUEENS,Platinum Lounge,5.0,Nightlife," Hookah Bars, Lounges, Indian "
545,QUEENS,Taj Village,4.5,Nightlife," Cocktail Bars, Music Venues "
546,QUEENS,Meet Cuisine & Bar,1.5,Nightlife," Lounges, Dance Clubs "
547,QUEENS,SL Lounge,4.5,Nightlife," Music Venues, Lounges, Colombian "
548,QUEENS,D’Antigua Lounge,4.0,Entertainment," Shanghainese, Specialty Food, Noodles "
549,QUEENS,Nan Xiang Xiao Long Bao,4.5,Entertainment," Vietnamese, Sandwiches, Asian Fusion "
550,QUEENS,JoJu,4.0,Entertainment," Seafood, Greek, Mediterranean "
551,QUEENS,Taverna Kyclades,4.5,Entertainment," Delis, Sandwiches "
552,QUEENS,"Sal, Kris, & Charlie’s Deli",4.5,Entertainment," Italian, Sandwiches, Tapas Bars "
553,QUEENS,Il Bambino,4.0,Entertainment," Breakfast & Brunch, American (New), Comfort Food "
554,QUEENS,Queens Comfort,4.0,Entertainment, Thai 
555,QUEENS,SriPraPhai Thai Restaurant,5.0,Entertainment," Gastropubs, Tapas Bars, Breakfast & Brunch "
556,QUEENS,The Alcove,4.5,Entertainment, Indian 
557,QUEENS,Seva Indian Cuisine,4.0,Entertainment," Bakeries, Coffee & Tea, Desserts "
558,QUEENS,Martha’s Country Bakery,4.0,Entertainment," Shanghainese, Specialty Food, Noodles "
559,QUEENS,Nan Xiang Xiao Long Bao,4.5,Entertainment," Vietnamese, Sandwiches, Asian Fusion "
560,QUEENS,JoJu,4.0,Entertainment," Seafood, Greek, Mediterranean "
561,QUEENS,Taverna Kyclades,4.5,Entertainment," Delis, Sandwiches "
562,QUEENS,"Sal, Kris, & Charlie’s Deli",4.5,Entertainment," Italian, Sandwiches, Tapas Bars "
563,QUEENS,Il Bambino,4.0,Entertainment," Breakfast & Brunch, American (New), Comfort Food "
564,QUEENS,Queens Comfort,4.0,Entertainment, Thai 
565,QUEENS,SriPraPhai Thai Restaurant,5.0,Entertainment," Gastropubs, Tapas Bars, Breakfast & Brunch "
566,QUEENS,The Alcove,4.5,Entertainment, Indian 
567,QUEENS,Seva Indian Cuisine,4.0,Entertainment," Bakeries, Coffee & Tea, Desserts "
568,QUEENS,Martha’s Country Bakery,4.0,Entertainment," Shanghainese, Specialty Food, Noodles "
569,QUEENS,Nan Xiang Xiao Long Bao,4.5,Entertainment," Vietnamese, Sandwiches, Asian Fusion "
570,QUEENS,JoJu,4.0,Entertainment," Seafood, Greek, Mediterranean "
571,QUEENS,Taverna Kyclades,4.5,Entertainment," Delis, Sandwiches "
572,QUEENS,"Sal, Kris, & Charlie’s Deli",4.5,Entertainment," Italian, Sandwiches, Tapas Bars "
573,QUEENS,Il Bambino,4.0,Entertainment," Breakfast & Brunch, American (New), Comfort Food "
574,QUEENS,Queens Comfort,4.0,Entertainment, Thai 
575,QUEENS,SriPraPhai Thai Restaurant,5.0,Entertainment," Gastropubs, Tapas Bars, Breakfast & Brunch "
576,QUEENS,The Alcove,4.5,Entertainment, Indian 
577,QUEENS,Seva Indian Cuisine,4.0,Entertainment," Bakeries, Coffee & Tea, Desserts "
578,QUEENS,Martha’s Country Bakery,4.0,Entertainment," Shanghainese, Specialty Food, Noodles "
579,QUEENS,Nan Xiang Xiao Long Bao,4.5,Entertainment," Vietnamese, Sandwiches, Asian Fusion "
580,QUEENS,JoJu,4.0,Entertainment," Seafood, Greek, Mediterranean "
581,QUEENS,Taverna Kyclades,4.5,Entertainment," Delis, Sandwiches "
582,QUEENS,"Sal, Kris, & Charlie’s Deli",4.5,Entertainment," Italian, Sandwiches, Tapas Bars "
583,QUEENS,Il Bambino,4.0,Entertainment," Breakfast & Brunch, American (New), Comfort Food "
584,QUEENS,Queens Comfort,4.0,Entertainment, Thai 
585,QUEENS,SriPraPhai Thai Restaurant,5.0,Entertainment," Gastropubs, Tapas Bars, Breakfast & Brunch "
586,QUEENS,The Alcove,4.5,Entertainment, Indian 
587,QUEENS,Seva Indian Cuisine,4.0,Entertainment," Bakeries, Coffee & Tea, Desserts "
588,QUEENS,Martha’s Country Bakery,4.0,Entertainment," Shanghainese, Specialty Food, Noodles "
589,QUEENS,Nan Xiang Xiao Long Bao,4.5,Entertainment," Vietnamese, Sandwiches, Asian Fusion "
590,QUEENS,JoJu,4.0,Entertainment," Seafood, Greek, Mediterranean "
591,QUEENS,Taverna Kyclades,4.5,Entertainment," Delis, Sandwiches "
592,QUEENS,"Sal, Kris, & Charlie’s Deli",4.5,Entertainment," Italian, Sandwiches, Tapas Bars "
593,QUEENS,Il Bambino,4.0,Entertainment," Breakfast & Brunch, American (New), Comfort Food "
594,QUEENS,Queens Comfort,4.0,Entertainment, Thai 
595,QUEENS,SriPraPhai Thai Restaurant,5.0,Entertainment," Gastropubs, Tapas Bars, Breakfast & Brunch "
596,QUEENS,The Alcove,4.5,Entertainment, Indian 
597,QUEENS,Seva Indian Cuisine,4.0,Entertainment," Bakeries, Coffee & Tea, Desserts "
598,QUEENS,Martha’s Country Bakery,4.0,Entertainment," Shanghainese, Specialty Food, Noodles "
599,QUEENS,Nan Xiang Xiao Long Bao,4.5,Entertainment," Vietnamese, Sandwiches, Asian Fusion "
600,QUEENS,JoJu,4.0,Entertainment," Seafood, Greek, Mediterranean "
601,QUEENS,Taverna Kyclades,4.5,Entertainment," Delis, Sandwiches "
602,QUEENS,"Sal, Kris, & Charlie’s Deli",4.5,Entertainment," Italian, Sandwiches, Tapas Bars "
603,QUEENS,Il Bambino,4.0,Entertainment," Breakfast & Brunch, American (New), Comfort Food "
604,QUEENS,Queens Comfort,4.0,Entertainment, Thai 
605,QUEENS,SriPraPhai Thai Restaurant,5.0,Entertainment," Gastropubs, Tapas Bars, Breakfast & Brunch "
606,QUEENS,The Alcove,4.5,Entertainment, Indian 
607,QUEENS,Seva Indian Cuisine,4.0,Entertainment," Bakeries, Coffee & Tea, Desserts "
608,QUEENS,Martha’s Country Bakery,4.0,Entertainment," Shanghainese, Specialty Food, Noodles "
609,QUEENS,Nan Xiang Xiao Long Bao,4.5,Entertainment," Vietnamese, Sandwiches, Asian Fusion "
610,QUEENS,JoJu,4.0,Entertainment," Seafood, Greek, Mediterranean "
611,QUEENS,Taverna Kyclades,4.5,Entertainment," Delis, Sandwiches "
612,QUEENS,"Sal, Kris, & Charlie’s Deli",4.5,Entertainment," Italian, Sandwiches, Tapas Bars "
613,QUEENS,Il Bambino,4.0,Entertainment," Breakfast & Brunch, American (New), Comfort Food "
614,QUEENS,Queens Comfort,4.0,Entertainment, Thai 
615,QUEENS,SriPraPhai Thai Restaurant,5.0,Entertainment," Gastropubs, Tapas Bars, Breakfast & Brunch "
616,QUEENS,The Alcove,4.5,Entertainment, Indian 
617,QUEENS,Seva Indian Cuisine,4.0,Entertainment," Bakeries, Coffee & Tea, Desserts "
618,QUEENS,Martha’s Country Bakery,4.0,Entertainment," Shanghainese, Specialty Food, Noodles "
619,QUEENS,Nan Xiang Xiao Long Bao,4.5,Entertainment," Vietnamese, Sandwiches, Asian Fusion "
620,QUEENS,JoJu,4.0,Entertainment," Seafood, Greek, Mediterranean "
621,QUEENS,Taverna Kyclades,4.5,Entertainment," Delis, Sandwiches "
622,QUEENS,"Sal, Kris, & Charlie’s Deli",4.5,Entertainment," Italian, Sandwiches, Tapas Bars "
623,QUEENS,Il Bambino,4.0,Entertainment," Breakfast & Brunch, American (New), Comfort Food "
624,QUEENS,Queens Comfort,4.0,Entertainment, Thai 
625,QUEENS,SriPraPhai Thai Restaurant,5.0,Entertainment," Gastropubs, Tapas Bars, Breakfast & Brunch "
626,QUEENS,The Alcove,4.5,Entertainment, Indian 
627,QUEENS,Seva Indian Cuisine,4.0,Entertainment," Bakeries, Coffee & Tea, Desserts "
628,BRONX,Martha’s Country Bakery,4.5,restaurants," Italian, Pizza, Desserts "
629,BRONX,Antonio’s Trattoria,4.0,restaurants, Latin American 
630,BRONX,Travesias,4.0,restaurants," Cuban, Latin American "
631,BRONX,Havana Cafe,4.5,restaurants, Mexican 
632,BRONX,Taqueria Tlaxcalli,4.0,restaurants," Colombian, Empanadas "
633,BRONX,La Masa,3.5,restaurants," Seafood, Italian, American (Traditional) "
634,BRONX,The Original Crab Shanty Restaurant,4.0,restaurants," American (Traditional), Pubs "
635,BRONX,Bronx Alehouse,4.0,restaurants," Sports Bars, American (Traditional) "
636,BRONX,The Bronx Public,4.0,restaurants, Seafood 
637,BRONX,Johnny’s Reef Restaurant,4.5,restaurants," American (Traditional), Speakeasies "
638,BRONX,Beatstro,4.5,restaurants," American (Traditional), Wine Bars "
639,BRONX,The Hill Bistro,4.0,restaurants," American (New), Latin American, Dominican "
640,BRONX,Leche Y Miel Restaurant,4.5,restaurants," American (New), Seafood, Breakfast & Brunch "
641,BRONX,The Waterfront NYC,4.0,restaurants, Vietnamese 
642,BRONX,Com Tam Ninh Kieu,4.0,restaurants," Italian, Pizza "
643,BRONX,Trattoria Zero Otto Nove,3.5,restaurants, Seafood 
644,BRONX,City Island Lobster House,4.0,restaurants, Diners 
645,BRONX,Jimmy’s Grand Cafe,4.0,restaurants," Caribbean, Seafood, Bars "
646,BRONX,Fish N’ Ting,4.5,restaurants," American (New), Gastropubs, Burgers "
